"state","scenario","year_offset","removed_cum_Tg"
"OK","managed (intensive)",70,63.015
"OK","managed (intensive)",80,65.641
"OK","managed (intensive)",90,67.342
"OK","managed (intensive)",100,70.271
"OR","managed (intensive)",0,0
"OR","managed (intensive)",10,77.578
"OR","managed (intensive)",20,119.391
"OR","managed (intensive)",30,179.27
"OR","managed (intensive)",40,212.687
"OR","managed (intensive)",50,267.151
"OR","managed (intensive)",60,296.904
"OR","managed (intensive)",70,334.833
"OR","managed (intensive)",80,361.029
"OR","managed (intensive)",90,385.525
"OR","managed (intensive)",100,405.322
"PA","managed (intensive)",0,0
"PA","managed (intensive)",10,58.573
"PA","managed (intensive)",20,98.769
"PA","managed (intensive)",30,132.072
"PA","managed (intensive)",40,167.395
"PA","managed (intensive)",50,184.23
"PA","managed (intensive)",60,199.39
"PA","managed (intensive)",70,211.569
"PA","managed (intensive)",80,224.327
"PA","managed (intensive)",90,232.218
"PA","managed (intensive)",100,239.165
"RI","managed (intensive)",0,0
"RI","managed (intensive)",10,2.081
"RI","managed (intensive)",20,2.898
"RI","managed (intensive)",30,4.184
"RI","managed (intensive)",40,4.978
"RI","managed (intensive)",50,5.231
"RI","managed (intensive)",60,5.231
"RI","managed (intensive)",70,5.232
"RI","managed (intensive)",80,5.281
"RI","managed (intensive)",90,5.281
"RI","managed (intensive)",100,5.281
"SC","managed (intensive)",0,0
"SC","managed (intensive)",10,29.709
"SC","managed (intensive)",20,55.134
"SC","managed (intensive)",30,74.286
"SC","managed (intensive)",40,87.061
"SC","managed (intensive)",50,99.516
"SC","managed (intensive)",60,113.62
"SC","managed (intensive)",70,122.396
"SC","managed (intensive)",80,132.185
"SC","managed (intensive)",90,137.784
"SC","managed (intensive)",100,147.827
"SD","managed (intensive)",0,0
"SD","managed (intensive)",10,1.415
"SD","managed (intensive)",20,2.223
"SD","managed (intensive)",30,2.803
"SD","managed (intensive)",40,3.667
"SD","managed (intensive)",50,4.161
"SD","managed (intensive)",60,4.815
"SD","managed (intensive)",70,5.209
"SD","managed (intensive)",80,5.715
"SD","managed (intensive)",90,5.941
"SD","managed (intensive)",100,6.26
"TN","managed (intensive)",0,0
"TN","managed (intensive)",10,41.872
"TN","managed (intensive)",20,71.546
"TN","managed (intensive)",30,96.41
"TN","managed (intensive)",40,117.468
"TN","managed (intensive)",50,132.796
"TN","managed (intensive)",60,148.03
"TN","managed (intensive)",70,165.175
"TN","managed (intensive)",80,171.725
"TN","managed (intensive)",90,177.77
"TN","managed (intensive)",100,182.061
"TX","managed (intensive)",0,0
"TX","managed (intensive)",10,41.514
"TX","managed (intensive)",20,74.186
"TX","managed (intensive)",30,99.783
"TX","managed (intensive)",40,122.76
"TX","managed (intensive)",50,141.651
"TX","managed (intensive)",60,158.751
"TX","managed (intensive)",70,170.812
"TX","managed (intensive)",80,182.375
"TX","managed (intensive)",90,190.513
"TX","managed (intensive)",100,200.05
"UT","managed (intensive)",0,0
"UT","managed (intensive)",10,5.911
"UT","managed (intensive)",20,11.323
"UT","managed (intensive)",30,15.841
"UT","managed (intensive)",40,19.91
"UT","managed (intensive)",50,22.844
"UT","managed (intensive)",60,25.859
"UT","managed (intensive)",70,28.625
"UT","managed (intensive)",80,31.391
"UT","managed (intensive)",90,33.716
"UT","managed (intensive)",100,35.731
"VA","managed (intensive)",0,0
"VA","managed (intensive)",10,52.997
"VA","managed (intensive)",20,91.83
"VA","managed (intensive)",30,115.784
"VA","managed (intensive)",40,137.233
"VA","managed (intensive)",50,157.804
"VA","managed (intensive)",60,173.21
"VA","managed (intensive)",70,188.522
"VA","managed (intensive)",80,200.903
"VA","managed (intensive)",90,211.693
"VA","managed (intensive)",100,219.591
"VT","managed (intensive)",0,0
"VT","managed (intensive)",10,21.07
"VT","managed (intensive)",20,34.929
"VT","managed (intensive)",30,45.995
"VT","managed (intensive)",40,55.161
"VT","managed (intensive)",50,62.127
"VT","managed (intensive)",60,67.048
"VT","managed (intensive)",70,70.98
"VT","managed (intensive)",80,72.754
"VT","managed (intensive)",90,74.429
"VT","managed (intensive)",100,76.016
"WA","managed (intensive)",0,0
"WA","managed (intensive)",10,51.383
"WA","managed (intensive)",20,97.053
"WA","managed (intensive)",30,140.144
"WA","managed (intensive)",40,169.494
"WA","managed (intensive)",50,197.631
"WA","managed (intensive)",60,219.373
"WA","managed (intensive)",70,245.053
"WA","managed (intensive)",80,261.037
"WA","managed (intensive)",90,286.977
"WA","managed (intensive)",100,303.356
"WI","managed (intensive)",0,0
"WI","managed (intensive)",10,43.408
"WI","managed (intensive)",20,74.685
"WI","managed (intensive)",30,100.35
"WI","managed (intensive)",40,121.635
"WI","managed (intensive)",50,136.407
"WI","managed (intensive)",60,146.537
"WI","managed (intensive)",70,155.769
"WI","managed (intensive)",80,164.086
"WI","managed (intensive)",90,169.246
"WI","managed (intensive)",100,175.405
"WV","managed (intensive)",0,0
"WV","managed (intensive)",10,34.052
"WV","managed (intensive)",20,56.476
"WV","managed (intensive)",30,74.821
"WV","managed (intensive)",40,88.461
"WV","managed (intensive)",50,99.531
"WV","managed (intensive)",60,109.074
"WV","managed (intensive)",70,116.335
"WV","managed (intensive)",80,121.785
"WV","managed (intensive)",90,125.557
"WV","managed (intensive)",100,129.172
"WY","managed (intensive)",0,0
"WY","managed (intensive)",10,8.874
"WY","managed (intensive)",20,15.417
"WY","managed (intensive)",30,22.033
"WY","managed (intensive)",40,27.473
"WY","managed (intensive)",50,32.605
"WY","managed (intensive)",60,37.013
"WY","managed (intensive)",70,41.451
"WY","managed (intensive)",80,45.328
"WY","managed (intensive)",90,48.739
"WY","managed (intensive)",100,52.257
"AL","managed (conservation)",0,0
"AL","managed (conservation)",10,13.161
"AL","managed (conservation)",20,26.525
"AL","managed (conservation)",30,38.528
"AL","managed (conservation)",40,57.808
"AL","managed (conservation)",50,81.905
"AL","managed (conservation)",60,106.102
"AL","managed (conservation)",70,114.921
"AL","managed (conservation)",80,130.141
"AL","managed (conservation)",90,147.066
"AL","managed (conservation)",100,157.856
"AR","managed (conservation)",0,0
"AR","managed (conservation)",10,11.555
"AR","managed (conservation)",20,22.284
"AR","managed (conservation)",30,34.098
"AR","managed (conservation)",40,42.056
"AR","managed (conservation)",50,59.035
"AR","managed (conservation)",60,77.374
"AR","managed (conservation)",70,88.164
"AR","managed (conservation)",80,97.325
"AR","managed (conservation)",90,105.741
"AR","managed (conservation)",100,110.055
"AZ","managed (conservation)",0,0
"AZ","managed (conservation)",10,1.138
"AZ","managed (conservation)",20,2.107
"AZ","managed (conservation)",30,2.894
"AZ","managed (conservation)",40,4.036
"AZ","managed (conservation)",50,4.972
"AZ","managed (conservation)",60,6.027
"AZ","managed (conservation)",70,7.277
"AZ","managed (conservation)",80,8.187
"AZ","managed (conservation)",90,9.078
"AZ","managed (conservation)",100,10.212
"CA","managed (conservation)",0,0
"CA","managed (conservation)",10,10.323
"CA","managed (conservation)",20,21.423
"CA","managed (conservation)",30,38.606
"CA","managed (conservation)",40,49.7
"CA","managed (conservation)",50,61.696
"CA","managed (conservation)",60,78.927
"CA","managed (conservation)",70,86.489
"CA","managed (conservation)",80,98.64
"CA","managed (conservation)",90,105.464
"CA","managed (conservation)",100,120.175
"CO","managed (conservation)",0,0
"CO","managed (conservation)",10,3.57
"CO","managed (conservation)",20,6.87
"CO","managed (conservation)",30,9.551
"CO","managed (conservation)",40,13.648
"CO","managed (conservation)",50,17.173
"CO","managed (conservation)",60,20.7
"CO","managed (conservation)",70,24.403
"CO","managed (conservation)",80,27.172
"CO","managed (conservation)",90,29.869
"CO","managed (conservation)",100,32.71
"CT","managed (conservation)",0,0
"CT","managed (conservation)",10,0.942
"CT","managed (conservation)",20,1.218
"CT","managed (conservation)",30,1.877
"CT","managed (conservation)",40,2.244
"CT","managed (conservation)",50,2.747
"CT","managed (conservation)",60,3.685
"CT","managed (conservation)",70,3.876
"CT","managed (conservation)",80,4.167
"CT","managed (conservation)",90,4.793
"CT","managed (conservation)",100,5.037
"DE","managed (conservation)",0,0
"DE","managed (conservation)",10,0.097
"DE","managed (conservation)",20,1.024
"DE","managed (conservation)",30,1.407
"DE","managed (conservation)",40,1.668
"DE","managed (conservation)",50,2.879
"DE","managed (conservation)",60,3.296
"DE","managed (conservation)",70,5.598
"DE","managed (conservation)",80,5.628
"DE","managed (conservation)",90,5.969
"DE","managed (conservation)",100,6.439
"FL","managed (conservation)",0,0
"FL","managed (conservation)",10,2.949
"FL","managed (conservation)",20,7.423
"FL","managed (conservation)",30,15.083
"FL","managed (conservation)",40,20.456
"FL","managed (conservation)",50,25.954
"FL","managed (conservation)",60,35.262
"FL","managed (conservation)",70,40.643
"FL","managed (conservation)",80,42.616
"FL","managed (conservation)",90,45.477
"FL","managed (conservation)",100,49.872
"GA","managed (conservation)",0,0
"GA","managed (conservation)",10,10.207
"GA","managed (conservation)",20,21.249
"GA","managed (conservation)",30,31.774
"GA","managed (conservation)",40,47.718
"GA","managed (conservation)",50,66.277
"GA","managed (conservation)",60,86.663
"GA","managed (conservation)",70,94.103
"GA","managed (conservation)",80,102.253
"GA","managed (conservation)",90,108.553
"GA","managed (conservation)",100,113.768
"IA","managed (conservation)",0,0
"IA","managed (conservation)",10,1.792
"IA","managed (conservation)",20,3.013
"IA","managed (conservation)",30,4.137
"IA","managed (conservation)",40,4.939
"IA","managed (conservation)",50,5.642
"IA","managed (conservation)",60,6.378
"IA","managed (conservation)",70,7.824
"IA","managed (conservation)",80,10.475
"IA","managed (conservation)",90,10.799
"IA","managed (conservation)",100,11.094
"ID","managed (conservation)",0,0
"ID","managed (conservation)",10,3.496
"ID","managed (conservation)",20,9.24
"ID","managed (conservation)",30,13.269
"ID","managed (conservation)",40,17.701
"ID","managed (conservation)",50,25.874
"ID","managed (conservation)",60,30.565
"ID","managed (conservation)",70,35.723
"ID","managed (conservation)",80,39.479
"ID","managed (conservation)",90,43.573
"ID","managed (conservation)",100,46.304
"IL","managed (conservation)",0,0
"IL","managed (conservation)",10,2.633
"IL","managed (conservation)",20,5.286
"IL","managed (conservation)",30,6.256
"IL","managed (conservation)",40,8.238
"IL","managed (conservation)",50,9.374
"IL","managed (conservation)",60,11.758
"IL","managed (conservation)",70,13.921
"IL","managed (conservation)",80,15.447
"IL","managed (conservation)",90,16.193
"IL","managed (conservation)",100,17.241
"IN","managed (conservation)",0,0
"IN","managed (conservation)",10,2.651
"IN","managed (conservation)",20,6.952
"IN","managed (conservation)",30,10.783
"IN","managed (conservation)",40,11.964
"IN","managed (conservation)",50,14.104
"IN","managed (conservation)",60,17.544
"IN","managed (conservation)",70,19.652
"IN","managed (conservation)",80,21.308
"IN","managed (conservation)",90,25.111
"IN","managed (conservation)",100,26.898
"KS","managed (conservation)",0,0
"KS","managed (conservation)",10,0.773
"KS","managed (conservation)",20,0.915
"KS","managed (conservation)",30,1.203
"KS","managed (conservation)",40,1.41
"KS","managed (conservation)",50,1.521
"KS","managed (conservation)",60,1.72
"KS","managed (conservation)",70,1.774
"KS","managed (conservation)",80,1.885
"KS","managed (conservation)",90,2.422
"KS","managed (conservation)",100,2.464
"KY","managed (conservation)",0,0
"KY","managed (conservation)",10,6.589
"KY","managed (conservation)",20,15.888
"KY","managed (conservation)",30,23.368
"KY","managed (conservation)",40,29.773
"KY","managed (conservation)",50,37.247
"KY","managed (conservation)",60,46.767
"KY","managed (conservation)",70,50.737
"KY","managed (conservation)",80,55.132
"KY","managed (conservation)",90,67.111
"KY","managed (conservation)",100,69.395
"LA","managed (conservation)",0,0
"LA","managed (conservation)",10,5.935
"LA","managed (conservation)",20,20.828
"LA","managed (conservation)",30,27.243
"LA","managed (conservation)",40,35.111
"LA","managed (conservation)",50,46.295
"LA","managed (conservation)",60,58.049
"LA","managed (conservation)",70,67.837
"LA","managed (conservation)",80,78.761
"LA","managed (conservation)",90,89.053
"LA","managed (conservation)",100,94.794
"MA","managed (conservation)",0,0
"MA","managed (conservation)",10,1.172
"MA","managed (conservation)",20,1.958
"MA","managed (conservation)",30,3.221
"MA","managed (conservation)",40,4.998
"MA","managed (conservation)",50,5.791
"MA","managed (conservation)",60,6.729
"MA","managed (conservation)",70,8.777
"MA","managed (conservation)",80,9.521
"MA","managed (conservation)",90,10.865
"MA","managed (conservation)",100,11.068
"MD","managed (conservation)",0,0
"MD","managed (conservation)",10,0.796
"MD","managed (conservation)",20,5.815
"MD","managed (conservation)",30,6.712
"MD","managed (conservation)",40,7.217
"MD","managed (conservation)",50,8.344
"MD","managed (conservation)",60,9.182
"MD","managed (conservation)",70,10.162
"MD","managed (conservation)",80,10.573
"MD","managed (conservation)",90,11.44
"MD","managed (conservation)",100,11.593
"ME","managed (conservation)",0,0
"ME","managed (conservation)",10,7.299
"ME","managed (conservation)",20,15.516
"ME","managed (conservation)",30,27.584
"ME","managed (conservation)",40,39.196
"ME","managed (conservation)",50,47.214
"ME","managed (conservation)",60,55.464
"ME","managed (conservation)",70,63.268
"ME","managed (conservation)",80,69.113
"ME","managed (conservation)",90,78.513
"ME","managed (conservation)",100,87.822
"MI","managed (conservation)",0,0
"MI","managed (conservation)",10,9.542
"MI","managed (conservation)",20,18.433
"MI","managed (conservation)",30,25.928
"MI","managed (conservation)",40,32.424
"MI","managed (conservation)",50,41.163
"MI","managed (conservation)",60,48.945
"MI","managed (conservation)",70,57.22
"MI","managed (conservation)",80,65.588
"MI","managed (conservation)",90,71.132
"MI","managed (conservation)",100,76.174
"MN","managed (conservation)",0,0
"MN","managed (conservation)",10,4.125
"MN","managed (conservation)",20,8.316
"MN","managed (conservation)",30,13.468
"MN","managed (conservation)",40,22.63
"MN","managed (conservation)",50,29.289
"MN","managed (conservation)",60,36.184
"MN","managed (conservation)",70,41.686
"MN","managed (conservation)",80,45.548
"MN","managed (conservation)",90,48.324
"MN","managed (conservation)",100,51.205
"MO","managed (conservation)",0,0
"MO","managed (conservation)",10,7.663
"MO","managed (conservation)",20,18.698
"MO","managed (conservation)",30,27.498
"MO","managed (conservation)",40,34.9
"MO","managed (conservation)",50,43.159
"MO","managed (conservation)",60,53.611
"MO","managed (conservation)",70,60.99
"MO","managed (conservation)",80,69.294
"MO","managed (conservation)",90,77.422
"MO","managed (conservation)",100,83.228
"MS","managed (conservation)",0,0
"MS","managed (conservation)",10,8.258
"MS","managed (conservation)",20,21.144
"MS","managed (conservation)",30,29.776
"MS","managed (conservation)",40,43.086
"MS","managed (conservation)",50,58.926
"MS","managed (conservation)",60,70.619
"MS","managed (conservation)",70,84.159
"MS","managed (conservation)",80,96.36
"MS","managed (conservation)",90,109.584
"MS","managed (conservation)",100,117.907
"MT","managed (conservation)",0,0
"MT","managed (conservation)",10,5.777
"MT","managed (conservation)",20,10.541
"MT","managed (conservation)",30,16.883
"MT","managed (conservation)",40,21.034
"MT","managed (conservation)",50,25.679
"MT","managed (conservation)",60,31.114
"MT","managed (conservation)",70,35.358
"MT","managed (conservation)",80,39.69
"MT","managed (conservation)",90,44.92
"MT","managed (conservation)",100,48.645
"NC","managed (conservation)",0,0
"NC","managed (conservation)",10,7.575
"NC","managed (conservation)",20,14.738
"NC","managed (conservation)",30,23.173
"NC","managed (conservation)",40,31.396
"NC","managed (conservation)",50,43.784
"NC","managed (conservation)",60,66.755
"NC","managed (conservation)",70,76.28
"NC","managed (conservation)",80,84.392
"NC","managed (conservation)",90,95.098
"NC","managed (conservation)",100,99.831
"ND","managed (conservation)",0,0
"ND","managed (conservation)",10,0.17
"ND","managed (conservation)",20,0.345
"ND","managed (conservation)",30,0.349
"ND","managed (conservation)",40,0.464
"ND","managed (conservation)",50,0.516
"ND","managed (conservation)",60,0.641
"ND","managed (conservation)",70,1.008
"ND","managed (conservation)",80,1.049
"ND","managed (conservation)",90,1.109
"ND","managed (conservation)",100,1.256
"NE","managed (conservation)",0,0
"NE","managed (conservation)",10,0.26
"NE","managed (conservation)",20,0.347
"NE","managed (conservation)",30,0.571
"NE","managed (conservation)",40,0.824
"NE","managed (conservation)",50,0.929
"NE","managed (conservation)",60,1.11
"NE","managed (conservation)",70,1.195
"NE","managed (conservation)",80,1.246
"NE","managed (conservation)",90,1.338
"NE","managed (conservation)",100,1.399
"NH","managed (conservation)",0,0
"NH","managed (conservation)",10,2.339
"NH","managed (conservation)",20,5.663
"NH","managed (conservation)",30,8.046
"NH","managed (conservation)",40,10.306
"NH","managed (conservation)",50,13.6
"NH","managed (conservation)",60,17.188
"NH","managed (conservation)",70,19.773
"NH","managed (conservation)",80,21.573
"NH","managed (conservation)",90,23.65
"NH","managed (conservation)",100,24.939
"NJ","managed (conservation)",0,0
"NJ","managed (conservation)",10,0.727
"NJ","managed (conservation)",20,1.559
"NJ","managed (conservation)",30,2.749
"NJ","managed (conservation)",40,3.785
"NJ","managed (conservation)",50,4.052
"NJ","managed (conservation)",60,4.429
"NJ","managed (conservation)",70,5.137
"NJ","managed (conservation)",80,5.588
"NJ","managed (conservation)",90,5.772
"NJ","managed (conservation)",100,6.338
"NM","managed (conservation)",0,0
"NM","managed (conservation)",10,4.69
"NM","managed (conservation)",20,6.331
"NM","managed (conservation)",30,8.073
"NM","managed (conservation)",40,9.468
"NM","managed (conservation)",50,11.55
"NM","managed (conservation)",60,13.512
"NM","managed (conservation)",70,14.97
"NM","managed (conservation)",80,16.658
"NM","managed (conservation)",90,18.177
"NM","managed (conservation)",100,19.617
"NV","managed (conservation)",0,0
"NV","managed (conservation)",10,0.352
"NV","managed (conservation)",20,0.77
"NV","managed (conservation)",30,1.024
"NV","managed (conservation)",40,1.376
"NV","managed (conservation)",50,1.762
"NV","managed (conservation)",60,2.212
"NV","managed (conservation)",70,2.681
"NV","managed (conservation)",80,2.883
"NV","managed (conservation)",90,3.229
"NV","managed (conservation)",100,3.584
"NY","managed (conservation)",0,0
"NY","managed (conservation)",10,9.689
"NY","managed (conservation)",20,23.714
"NY","managed (conservation)",30,32.955
"NY","managed (conservation)",40,42.712
"NY","managed (conservation)",50,54.965
"NY","managed (conservation)",60,66.136
"NY","managed (conservation)",70,80.524
"NY","managed (conservation)",80,87.627
"NY","managed (conservation)",90,96.381
"NY","managed (conservation)",100,103.373
"OH","managed (conservation)",0,0
"OH","managed (conservation)",10,6.732
"OH","managed (conservation)",20,12.874
"OH","managed (conservation)",30,17.266
"OH","managed (conservation)",40,22.16
"OH","managed (conservation)",50,25.301
"OH","managed (conservation)",60,32.946
"OH","managed (conservation)",70,37.817
"OH","managed (conservation)",80,40.571
"OH","managed (conservation)",90,45.414
"OH","managed (conservation)",100,48.849
"OK","managed (conservation)",0,0
"OK","managed (conservation)",10,4.489
"OK","managed (conservation)",20,9.117
"OK","managed (conservation)",30,11.838
"OK","managed (conservation)",40,14.492
"OK","managed (conservation)",50,17.106
"OK","managed (conservation)",60,22.112
"OK","managed (conservation)",70,26.139
"OK","managed (conservation)",80,28.319
"OK","managed (conservation)",90,30.776
"OK","managed (conservation)",100,34.207
"OR","managed (conservation)",0,0
"OR","managed (conservation)",10,10.995
"OR","managed (conservation)",20,31.691
"OR","managed (conservation)",30,42.949
"OR","managed (conservation)",40,57.985
"OR","managed (conservation)",50,70.655
"OR","managed (conservation)",60,80.687
"OR","managed (conservation)",70,88.519
"OR","managed (conservation)",80,105.012
"OR","managed (conservation)",90,120.074
"OR","managed (conservation)",100,131.342
"PA","managed (conservation)",0,0
"PA","managed (conservation)",10,8.976
"PA","managed (conservation)",20,19.421
"PA","managed (conservation)",30,29.49
"PA","managed (conservation)",40,37.641
"PA","managed (conservation)",50,51.181
"PA","managed (conservation)",60,62.295
"PA","managed (conservation)",70,77.401
"PA","managed (conservation)",80,86.257
"PA","managed (conservation)",90,93.757
"PA","managed (conservation)",100,102.497
"RI","managed (conservation)",0,0
"RI","managed (conservation)",10,0.501
"RI","managed (conservation)",20,0.551
"RI","managed (conservation)",30,1.493
"RI","managed (conservation)",40,2.084
"RI","managed (conservation)",50,2.182
"RI","managed (conservation)",60,2.785
"RI","managed (conservation)",70,3.005
"RI","managed (conservation)",80,3.029
"RI","managed (conservation)",90,3.106
"RI","managed (conservation)",100,3.15
"SC","managed (conservation)",0,0
"SC","managed (conservation)",10,10.856
"SC","managed (conservation)",20,17.788
"SC","managed (conservation)",30,21.831
"SC","managed (conservation)",40,29.275
"SC","managed (conservation)",50,38.524
"SC","managed (conservation)",60,47.368
"SC","managed (conservation)",70,52.057
"SC","managed (conservation)",80,57.297
"SC","managed (conservation)",90,63.447
"SC","managed (conservation)",100,66.354
"SD","managed (conservation)",0,0
"SD","managed (conservation)",10,0.232
"SD","managed (conservation)",20,0.49
"SD","managed (conservation)",30,0.658
"SD","managed (conservation)",40,0.964
"SD","managed (conservation)",50,1.095
"SD","managed (conservation)",60,1.195
"SD","managed (conservation)",70,1.422
"SD","managed (conservation)",80,1.568
"SD","managed (conservation)",90,1.781
"SD","managed (conservation)",100,1.94
"TN","managed (conservation)",0,0
"TN","managed (conservation)",10,7.116
"TN","managed (conservation)",20,15.588
"TN","managed (conservation)",30,24.674
"TN","managed (conservation)",40,29.25
"TN","managed (conservation)",50,38.484
"TN","managed (conservation)",60,49.082
"TN","managed (conservation)",70,56.621
"TN","managed (conservation)",80,60.91
"TN","managed (conservation)",90,66.908
"TN","managed (conservation)",100,74.499
"TX","managed (conservation)",0,0
"TX","managed (conservation)",10,6.919
"TX","managed (conservation)",20,13.242
"TX","managed (conservation)",30,20.174
"TX","managed (conservation)",40,30.922
"TX","managed (conservation)",50,41.452
"TX","managed (conservation)",60,60.191
"TX","managed (conservation)",70,69.13
"TX","managed (conservation)",80,76.209
"TX","managed (conservation)",90,88.878
"TX","managed (conservation)",100,94.445
"UT","managed (conservation)",0,0
"UT","managed (conservation)",10,1.446
"UT","managed (conservation)",20,2.23
"UT","managed (conservation)",30,3.323
"UT","managed (conservation)",40,4.452
"UT","managed (conservation)",50,5.362
"UT","managed (conservation)",60,6.768
"UT","managed (conservation)",70,8.159
"UT","managed (conservation)",80,9.405
"UT","managed (conservation)",90,10.595
"UT","managed (conservation)",100,11.406
"VA","managed (conservation)",0,0
"VA","managed (conservation)",10,8.141
"VA","managed (conservation)",20,13.656
"VA","managed (conservation)",30,18.083
"VA","managed (conservation)",40,30.05
"VA","managed (conservation)",50,50.925
"VA","managed (conservation)",60,61.108
"VA","managed (conservation)",70,68.793
"VA","managed (conservation)",80,73.652
"VA","managed (conservation)",90,81.752
"VA","managed (conservation)",100,93.161
"VT","managed (conservation)",0,0
"VT","managed (conservation)",10,3.651
"VT","managed (conservation)",20,6.946
"VT","managed (conservation)",30,10.21
"VT","managed (conservation)",40,12.845
"VT","managed (conservation)",50,15.114
"VT","managed (conservation)",60,20.14
"VT","managed (conservation)",70,23.314
"VT","managed (conservation)",80,27.611
"VT","managed (conservation)",90,31.819
"VT","managed (conservation)",100,33.75
"WA","managed (conservation)",0,0
"WA","managed (conservation)",10,14.895
"WA","managed (conservation)",20,24.91
"WA","managed (conservation)",30,33.897
"WA","managed (conservation)",40,40.537
"WA","managed (conservation)",50,53.429
"WA","managed (conservation)",60,60.419
"WA","managed (conservation)",70,68.28
"WA","managed (conservation)",80,76.214
"WA","managed (conservation)",90,81.011
"WA","managed (conservation)",100,86.422
"WI","managed (conservation)",0,0
"WI","managed (conservation)",10,7.71
"WI","managed (conservation)",20,15.337
"WI","managed (conservation)",30,22.928
"WI","managed (conservation)",40,30.564
"WI","managed (conservation)",50,39.922
"WI","managed (conservation)",60,49.289
"WI","managed (conservation)",70,56.366
"WI","managed (conservation)",80,62.91
"WI","managed (conservation)",90,67.751
"WI","managed (conservation)",100,73.241
"WV","managed (conservation)",0,0
"WV","managed (conservation)",10,6.068
"WV","managed (conservation)",20,10.915
"WV","managed (conservation)",30,15.525
"WV","managed (conservation)",40,21.458
"WV","managed (conservation)",50,27.199
"WV","managed (conservation)",60,34.993
"WV","managed (conservation)",70,40.099
"WV","managed (conservation)",80,46.534
"WV","managed (conservation)",90,52.929
"WV","managed (conservation)",100,56.949
"WY","managed (conservation)",0,0
"WY","managed (conservation)",10,1.354
"WY","managed (conservation)",20,2.548
"WY","managed (conservation)",30,3.919
"WY","managed (conservation)",40,5.234
"WY","managed (conservation)",50,7.467
"WY","managed (conservation)",60,8.8
"WY","managed (conservation)",70,10.314
"WY","managed (conservation)",80,11.713
"WY","managed (conservation)",90,12.907
"WY","managed (conservation)",100,14.519
