"state","scenario","year_offset","net_stock_Tg"
"MA","managed (harvest)",100,58.027
"MD","managed (harvest)",0,44.108
"MD","managed (harvest)",10,47.944
"MD","managed (harvest)",20,48.364
"MD","managed (harvest)",30,47.982
"MD","managed (harvest)",40,46.866
"MD","managed (harvest)",50,44.652
"MD","managed (harvest)",60,43.146
"MD","managed (harvest)",70,40.885
"MD","managed (harvest)",80,38.33
"MD","managed (harvest)",90,35.864
"MD","managed (harvest)",100,33.822
"ME","managed (harvest)",0,271.884
"ME","managed (harvest)",10,303.578
"ME","managed (harvest)",20,304.606
"ME","managed (harvest)",30,301.773
"ME","managed (harvest)",40,297.082
"ME","managed (harvest)",50,286.369
"ME","managed (harvest)",60,271.507
"ME","managed (harvest)",70,254.019
"ME","managed (harvest)",80,237.702
"ME","managed (harvest)",90,219.553
"ME","managed (harvest)",100,200.805
"MI","managed (harvest)",0,327.261
"MI","managed (harvest)",10,362.26
"MI","managed (harvest)",20,371.852
"MI","managed (harvest)",30,378.888
"MI","managed (harvest)",40,384.974
"MI","managed (harvest)",50,386.158
"MI","managed (harvest)",60,386.028
"MI","managed (harvest)",70,382.253
"MI","managed (harvest)",80,378.213
"MI","managed (harvest)",90,370.599
"MI","managed (harvest)",100,363.961
"MN","managed (harvest)",0,220.244
"MN","managed (harvest)",10,243.252
"MN","managed (harvest)",20,249.26
"MN","managed (harvest)",30,251.84
"MN","managed (harvest)",40,252.671
"MN","managed (harvest)",50,250.716
"MN","managed (harvest)",60,247.983
"MN","managed (harvest)",70,242.285
"MN","managed (harvest)",80,236.992
"MN","managed (harvest)",90,229.943
"MN","managed (harvest)",100,222.672
"MO","managed (harvest)",0,350.802
"MO","managed (harvest)",10,373.114
"MO","managed (harvest)",20,369.37
"MO","managed (harvest)",30,363.8
"MO","managed (harvest)",40,355.457
"MO","managed (harvest)",50,345.404
"MO","managed (harvest)",60,332.69
"MO","managed (harvest)",70,319.466
"MO","managed (harvest)",80,305.352
"MO","managed (harvest)",90,290.189
"MO","managed (harvest)",100,275.597
"MS","managed (harvest)",0,285.933
"MS","managed (harvest)",10,370.814
"MS","managed (harvest)",20,416.659
"MS","managed (harvest)",30,440.366
"MS","managed (harvest)",40,443.501
"MS","managed (harvest)",50,436.955
"MS","managed (harvest)",60,421.536
"MS","managed (harvest)",70,399.978
"MS","managed (harvest)",80,374.796
"MS","managed (harvest)",90,357.801
"MS","managed (harvest)",100,348.658
"MT","managed (harvest)",0,343.303
"MT","managed (harvest)",10,366.543
"MT","managed (harvest)",20,378.245
"MT","managed (harvest)",30,386.916
"MT","managed (harvest)",40,392.707
"MT","managed (harvest)",50,395.417
"MT","managed (harvest)",60,395.949
"MT","managed (harvest)",70,394.336
"MT","managed (harvest)",80,390.387
"MT","managed (harvest)",90,384.838
"MT","managed (harvest)",100,378.114
"NC","managed (harvest)",0,288.446
"NC","managed (harvest)",10,338.655
"NC","managed (harvest)",20,358.463
"NC","managed (harvest)",30,369.865
"NC","managed (harvest)",40,368.846
"NC","managed (harvest)",50,363.241
"NC","managed (harvest)",60,352.843
"NC","managed (harvest)",70,341.25
"NC","managed (harvest)",80,328.714
"NC","managed (harvest)",90,318.757
"NC","managed (harvest)",100,311.896
"ND","managed (harvest)",0,5.624
"ND","managed (harvest)",10,6.107
"ND","managed (harvest)",20,6.352
"ND","managed (harvest)",30,6.105
"ND","managed (harvest)",40,6.239
"ND","managed (harvest)",50,6.003
"ND","managed (harvest)",60,6.004
"ND","managed (harvest)",70,5.76
"ND","managed (harvest)",80,5.757
"ND","managed (harvest)",90,5.461
"ND","managed (harvest)",100,5.419
"NE","managed (harvest)",0,10.24
"NE","managed (harvest)",10,10.713
"NE","managed (harvest)",20,10.367
"NE","managed (harvest)",30,10.08
"NE","managed (harvest)",40,9.615
"NE","managed (harvest)",50,9.134
"NE","managed (harvest)",60,8.611
"NE","managed (harvest)",70,8.184
"NE","managed (harvest)",80,7.615
"NE","managed (harvest)",90,7.277
"NE","managed (harvest)",100,6.909
"NH","managed (harvest)",0,111.713
"NH","managed (harvest)",10,120.605
"NH","managed (harvest)",20,121.857
"NH","managed (harvest)",30,122.759
"NH","managed (harvest)",40,122.258
"NH","managed (harvest)",50,120.733
"NH","managed (harvest)",60,118.279
"NH","managed (harvest)",70,115.819
"NH","managed (harvest)",80,112.492
"NH","managed (harvest)",90,109.143
"NH","managed (harvest)",100,105.552
"NJ","managed (harvest)",0,41.424
"NJ","managed (harvest)",10,44.648
"NJ","managed (harvest)",20,45.137
"NJ","managed (harvest)",30,45.61
"NJ","managed (harvest)",40,45.343
"NJ","managed (harvest)",50,44.817
"NJ","managed (harvest)",60,43.302
"NJ","managed (harvest)",70,41.986
"NJ","managed (harvest)",80,40.595
"NJ","managed (harvest)",90,38.953
"NJ","managed (harvest)",100,36.786
"NM","managed (harvest)",0,117.08
"NM","managed (harvest)",10,122.395
"NM","managed (harvest)",20,124.082
"NM","managed (harvest)",30,124.444
"NM","managed (harvest)",40,124.596
"NM","managed (harvest)",50,123.6
"NM","managed (harvest)",60,122.118
"NM","managed (harvest)",70,120.145
"NM","managed (harvest)",80,117.884
"NM","managed (harvest)",90,115.152
"NM","managed (harvest)",100,112.163
"NV","managed (harvest)",0,35.75
"NV","managed (harvest)",10,37.584
"NV","managed (harvest)",20,38.703
"NV","managed (harvest)",30,39.403
"NV","managed (harvest)",40,40.043
"NV","managed (harvest)",50,40.319
"NV","managed (harvest)",60,40.383
"NV","managed (harvest)",70,40.387
"NV","managed (harvest)",80,40.178
"NV","managed (harvest)",90,39.673
"NV","managed (harvest)",100,39.243
"NY","managed (harvest)",0,340.826
"NY","managed (harvest)",10,382.487
"NY","managed (harvest)",20,390.528
"NY","managed (harvest)",30,399.935
"NY","managed (harvest)",40,407.456
"NY","managed (harvest)",50,409.374
"NY","managed (harvest)",60,409.216
"NY","managed (harvest)",70,404.485
"NY","managed (harvest)",80,398.416
"NY","managed (harvest)",90,390.59
"NY","managed (harvest)",100,382.925
"OH","managed (harvest)",0,159.121
"OH","managed (harvest)",10,178.049
"OH","managed (harvest)",20,184.683
"OH","managed (harvest)",30,192.555
"OH","managed (harvest)",40,196.261
"OH","managed (harvest)",50,201.103
"OH","managed (harvest)",60,201.88
"OH","managed (harvest)",70,204.372
"OH","managed (harvest)",80,203.612
"OH","managed (harvest)",90,204.673
"OH","managed (harvest)",100,202.541
"OK","managed (harvest)",0,108.113
"OK","managed (harvest)",10,121.444
"OK","managed (harvest)",20,124.444
"OK","managed (harvest)",30,125.989
"OK","managed (harvest)",40,127.168
"OK","managed (harvest)",50,128.437
"OK","managed (harvest)",60,128.434
"OK","managed (harvest)",70,127.568
"OK","managed (harvest)",80,126.458
"OK","managed (harvest)",90,126.149
"OK","managed (harvest)",100,126.243
"OR","managed (harvest)",0,836.686
"OR","managed (harvest)",10,899.521
"OR","managed (harvest)",20,944.882
"OR","managed (harvest)",30,974.219
"OR","managed (harvest)",40,995.398
"OR","managed (harvest)",50,1006.464
"OR","managed (harvest)",60,1009.598
"OR","managed (harvest)",70,1003.739
"OR","managed (harvest)",80,994.5
"OR","managed (harvest)",90,977.192
"OR","managed (harvest)",100,955.607
"PA","managed (harvest)",0,432.458
"PA","managed (harvest)",10,472.594
"PA","managed (harvest)",20,479.864
"PA","managed (harvest)",30,488.602
"PA","managed (harvest)",40,492.53
"PA","managed (harvest)",50,494.433
"PA","managed (harvest)",60,493.458
"PA","managed (harvest)",70,487.832
"PA","managed (harvest)",80,481.371
"PA","managed (harvest)",90,473.849
"PA","managed (harvest)",100,464.318
"RI","managed (harvest)",0,12.255
"RI","managed (harvest)",10,13.618
"RI","managed (harvest)",20,13.603
"RI","managed (harvest)",30,13.507
"RI","managed (harvest)",40,13.895
"RI","managed (harvest)",50,14.023
"RI","managed (harvest)",60,13.845
"RI","managed (harvest)",70,13.829
"RI","managed (harvest)",80,14.017
"RI","managed (harvest)",90,13.877
"RI","managed (harvest)",100,13.557
"SC","managed (harvest)",0,183.401
"SC","managed (harvest)",10,219.096
"SC","managed (harvest)",20,230.992
"SC","managed (harvest)",30,230.825
"SC","managed (harvest)",40,223.316
"SC","managed (harvest)",50,209.815
"SC","managed (harvest)",60,196.897
"SC","managed (harvest)",70,181.264
"SC","managed (harvest)",80,168.779
"SC","managed (harvest)",90,159.432
"SC","managed (harvest)",100,153.899
"SD","managed (harvest)",0,13.156
"SD","managed (harvest)",10,13.922
"SD","managed (harvest)",20,14.102
"SD","managed (harvest)",30,14.287
"SD","managed (harvest)",40,14.262
"SD","managed (harvest)",50,14.324
"SD","managed (harvest)",60,14.144
"SD","managed (harvest)",70,13.968
"SD","managed (harvest)",80,13.758
"SD","managed (harvest)",90,13.553
"SD","managed (harvest)",100,13.174
"TN","managed (harvest)",0,273.878
"TN","managed (harvest)",10,310.982
"TN","managed (harvest)",20,323.755
"TN","managed (harvest)",30,335.139
"TN","managed (harvest)",40,344.156
"TN","managed (harvest)",50,349.641
"TN","managed (harvest)",60,352.154
"TN","managed (harvest)",70,352.713
"TN","managed (harvest)",80,353.738
"TN","managed (harvest)",90,352.12
"TN","managed (harvest)",100,350.41
"TX","managed (harvest)",0,247.43
"TX","managed (harvest)",10,295.932
"TX","managed (harvest)",20,320.865
"TX","managed (harvest)",30,332.161
"TX","managed (harvest)",40,337.79
"TX","managed (harvest)",50,334.07
"TX","managed (harvest)",60,329.28
"TX","managed (harvest)",70,317.224
"TX","managed (harvest)",80,305.815
"TX","managed (harvest)",90,292.851
"TX","managed (harvest)",100,283.754
"UT","managed (harvest)",0,89.586
"UT","managed (harvest)",10,95.312
"UT","managed (harvest)",20,98.087
"UT","managed (harvest)",30,100.434
"UT","managed (harvest)",40,102.078
"UT","managed (harvest)",50,103.216
"UT","managed (harvest)",60,103.904
"UT","managed (harvest)",70,104.136
"UT","managed (harvest)",80,103.847
"UT","managed (harvest)",90,103.532
"UT","managed (harvest)",100,102.701
"VA","managed (harvest)",0,305.074
"VA","managed (harvest)",10,347.452
"VA","managed (harvest)",20,361.047
"VA","managed (harvest)",30,366.718
"VA","managed (harvest)",40,363.835
"VA","managed (harvest)",50,353.349
"VA","managed (harvest)",60,342.157
"VA","managed (harvest)",70,325.978
"VA","managed (harvest)",80,312
"VA","managed (harvest)",90,298.006
"VA","managed (harvest)",100,287.896
"VT","managed (harvest)",0,124.82
"VT","managed (harvest)",10,137.892
"VT","managed (harvest)",20,139.368
"VT","managed (harvest)",30,142.964
"VT","managed (harvest)",40,144.492
"VT","managed (harvest)",50,145.938
"VT","managed (harvest)",60,145.739
"VT","managed (harvest)",70,145.88
"VT","managed (harvest)",80,144.1
"VT","managed (harvest)",90,143.326
"VT","managed (harvest)",100,141.036
"WA","managed (harvest)",0,631.334
"WA","managed (harvest)",10,685.942
"WA","managed (harvest)",20,724.437
"WA","managed (harvest)",30,751.071
"WA","managed (harvest)",40,768.818
"WA","managed (harvest)",50,780.489
"WA","managed (harvest)",60,783.449
"WA","managed (harvest)",70,779.101
"WA","managed (harvest)",80,771.041
"WA","managed (harvest)",90,758.159
"WA","managed (harvest)",100,741.698
"WI","managed (harvest)",0,322.69
"WI","managed (harvest)",10,356.538
"WI","managed (harvest)",20,364.205
"WI","managed (harvest)",30,371.721
"WI","managed (harvest)",40,376.419
"WI","managed (harvest)",50,378.387
"WI","managed (harvest)",60,378.34
"WI","managed (harvest)",70,376.558
"WI","managed (harvest)",80,372.776
"WI","managed (harvest)",90,368.629
"WI","managed (harvest)",100,362.206
"WV","managed (harvest)",0,236.073
"WV","managed (harvest)",10,253.54
"WV","managed (harvest)",20,253.3
"WV","managed (harvest)",30,254.412
"WV","managed (harvest)",40,252.508
"WV","managed (harvest)",50,248.068
"WV","managed (harvest)",60,241.68
"WV","managed (harvest)",70,234.528
"WV","managed (harvest)",80,226.259
"WV","managed (harvest)",90,217.5
"WV","managed (harvest)",100,207.183
"WY","managed (harvest)",0,125.612
"WY","managed (harvest)",10,134.183
"WY","managed (harvest)",20,139.528
"WY","managed (harvest)",30,143.903
"WY","managed (harvest)",40,146.925
"WY","managed (harvest)",50,149.033
"WY","managed (harvest)",60,150.485
"WY","managed (harvest)",70,151.014
"WY","managed (harvest)",80,150.747
"WY","managed (harvest)",90,150.069
"WY","managed (harvest)",100,148.79
"AL","managed (intensive)",0,353.408
"AL","managed (intensive)",10,450.799
"AL","managed (intensive)",20,478.904
"AL","managed (intensive)",30,487.085
"AL","managed (intensive)",40,484.294
"AL","managed (intensive)",50,472.163
"AL","managed (intensive)",60,456.418
"AL","managed (intensive)",70,450.525
"AL","managed (intensive)",80,451.861
"AL","managed (intensive)",90,453.598
"AL","managed (intensive)",100,455.389
"AR","managed (intensive)",0,333.03
"AR","managed (intensive)",10,387.959
"AR","managed (intensive)",20,398.665
"AR","managed (intensive)",30,400.444
"AR","managed (intensive)",40,396.295
"AR","managed (intensive)",50,388.331
"AR","managed (intensive)",60,375.625
"AR","managed (intensive)",70,364.612
"AR","managed (intensive)",80,354.898
"AR","managed (intensive)",90,344.66
"AR","managed (intensive)",100,336.695
"AZ","managed (intensive)",0,100.782
"AZ","managed (intensive)",10,105.65
"AZ","managed (intensive)",20,105.975
"AZ","managed (intensive)",30,104.741
"AZ","managed (intensive)",40,102.6
"AZ","managed (intensive)",50,99.575
"AZ","managed (intensive)",60,95.978
"AZ","managed (intensive)",70,91.845
"AZ","managed (intensive)",80,87.421
"AZ","managed (intensive)",90,82.67
"AZ","managed (intensive)",100,77.848
"CA","managed (intensive)",0,525.415
"CA","managed (intensive)",10,564.008
"CA","managed (intensive)",20,582.108
"CA","managed (intensive)",30,591.115
"CA","managed (intensive)",40,592.929
"CA","managed (intensive)",50,590.286
"CA","managed (intensive)",60,582.897
"CA","managed (intensive)",70,573.007
"CA","managed (intensive)",80,560.453
"CA","managed (intensive)",90,545.444
"CA","managed (intensive)",100,530.206
"CO","managed (intensive)",0,241.696
"CO","managed (intensive)",10,256.711
"CO","managed (intensive)",20,260.319
"CO","managed (intensive)",30,260.607
"CO","managed (intensive)",40,259.922
"CO","managed (intensive)",50,257.519
"CO","managed (intensive)",60,254.488
"CO","managed (intensive)",70,250.384
"CO","managed (intensive)",80,245.493
"CO","managed (intensive)",90,240.01
"CO","managed (intensive)",100,233.971
"CT","managed (intensive)",0,27.85
"CT","managed (intensive)",10,29.151
"CT","managed (intensive)",20,28.37
"CT","managed (intensive)",30,26.674
"CT","managed (intensive)",40,25.463
"CT","managed (intensive)",50,23.959
"CT","managed (intensive)",60,22.702
"CT","managed (intensive)",70,21.392
"CT","managed (intensive)",80,20.126
"CT","managed (intensive)",90,19.001
"CT","managed (intensive)",100,17.966
"DE","managed (intensive)",0,13.337
"DE","managed (intensive)",10,14.685
"DE","managed (intensive)",20,13.7
"DE","managed (intensive)",30,13.08
"DE","managed (intensive)",40,13.165
"DE","managed (intensive)",50,12.584
"DE","managed (intensive)",60,12.481
"DE","managed (intensive)",70,12.673
"DE","managed (intensive)",80,12.291
"DE","managed (intensive)",90,12.557
"DE","managed (intensive)",100,12.088
"FL","managed (intensive)",0,165.378
"FL","managed (intensive)",10,191.394
"FL","managed (intensive)",20,192.145
"FL","managed (intensive)",30,181.085
"FL","managed (intensive)",40,166.703
"FL","managed (intensive)",50,153.503
"FL","managed (intensive)",60,143.409
"FL","managed (intensive)",70,135.46
"FL","managed (intensive)",80,129.927
"FL","managed (intensive)",90,127.472
"FL","managed (intensive)",100,125.846
"GA","managed (intensive)",0,266.527
"GA","managed (intensive)",10,323.004
"GA","managed (intensive)",20,333.83
"GA","managed (intensive)",30,330.022
"GA","managed (intensive)",40,316.962
"GA","managed (intensive)",50,299.11
"GA","managed (intensive)",60,279.763
"GA","managed (intensive)",70,265.06
"GA","managed (intensive)",80,254.429
"GA","managed (intensive)",90,246.087
"GA","managed (intensive)",100,239.557
"IA","managed (intensive)",0,39.798
"IA","managed (intensive)",10,42.368
"IA","managed (intensive)",20,40.079
"IA","managed (intensive)",30,38.087
"IA","managed (intensive)",40,35.996
"IA","managed (intensive)",50,34.171
"IA","managed (intensive)",60,32.268
"IA","managed (intensive)",70,30.618
"IA","managed (intensive)",80,29.161
"IA","managed (intensive)",90,27.619
"IA","managed (intensive)",100,26.721
"ID","managed (intensive)",0,299.187
"ID","managed (intensive)",10,324.76
"ID","managed (intensive)",20,337.007
"ID","managed (intensive)",30,342.294
"ID","managed (intensive)",40,343.012
"ID","managed (intensive)",50,339.961
"ID","managed (intensive)",60,332.871
"ID","managed (intensive)",70,323.435
"ID","managed (intensive)",80,311.691
"ID","managed (intensive)",90,298.102
"ID","managed (intensive)",100,283.456
"IL","managed (intensive)",0,82.199
"IL","managed (intensive)",10,87.842
"IL","managed (intensive)",20,85.883
"IL","managed (intensive)",30,83.496
"IL","managed (intensive)",40,80.119
"IL","managed (intensive)",50,76.803
"IL","managed (intensive)",60,73.997
"IL","managed (intensive)",70,70.9
"IL","managed (intensive)",80,67.44
"IL","managed (intensive)",90,64.644
"IL","managed (intensive)",100,61.729
"IN","managed (intensive)",0,110.811
"IN","managed (intensive)",10,121.074
"IN","managed (intensive)",20,119.047
"IN","managed (intensive)",30,115.221
"IN","managed (intensive)",40,110.857
"IN","managed (intensive)",50,106.117
"IN","managed (intensive)",60,100.65
"IN","managed (intensive)",70,94.831
"IN","managed (intensive)",80,89.402
"IN","managed (intensive)",90,83.341
"IN","managed (intensive)",100,77.522
"KS","managed (intensive)",0,10.974
"KS","managed (intensive)",10,11.87
"KS","managed (intensive)",20,11.366
"KS","managed (intensive)",30,10.907
"KS","managed (intensive)",40,10.138
"KS","managed (intensive)",50,9.662
"KS","managed (intensive)",60,9.119
"KS","managed (intensive)",70,8.686
"KS","managed (intensive)",80,8.259
"KS","managed (intensive)",90,7.916
"KS","managed (intensive)",100,7.537
"KY","managed (intensive)",0,265.042
"KY","managed (intensive)",10,292.785
"KY","managed (intensive)",20,284.653
"KY","managed (intensive)",30,275.6
"KY","managed (intensive)",40,264.192
"KY","managed (intensive)",50,251.314
"KY","managed (intensive)",60,236.972
"KY","managed (intensive)",70,221.959
"KY","managed (intensive)",80,209.909
"KY","managed (intensive)",90,197.846
"KY","managed (intensive)",100,184.821
"LA","managed (intensive)",0,217.564
"LA","managed (intensive)",10,271.682
"LA","managed (intensive)",20,292.672
"LA","managed (intensive)",30,303.023
"LA","managed (intensive)",40,303.785
"LA","managed (intensive)",50,300.528
"LA","managed (intensive)",60,293.215
"LA","managed (intensive)",70,282.661
"LA","managed (intensive)",80,273.307
"LA","managed (intensive)",90,266.639
"LA","managed (intensive)",100,259.718
"MA","managed (intensive)",0,52.864
"MA","managed (intensive)",10,57.052
"MA","managed (intensive)",20,56.967
"MA","managed (intensive)",30,56.21
"MA","managed (intensive)",40,54.991
"MA","managed (intensive)",50,53.661
"MA","managed (intensive)",60,52.499
"MA","managed (intensive)",70,51.42
"MA","managed (intensive)",80,50.12
"MA","managed (intensive)",90,49.105
"MA","managed (intensive)",100,48.096
"MD","managed (intensive)",0,44.108
"MD","managed (intensive)",10,47.876
"MD","managed (intensive)",20,46.332
"MD","managed (intensive)",30,44.614
"MD","managed (intensive)",40,42.151
"MD","managed (intensive)",50,39.911
"MD","managed (intensive)",60,37.848
"MD","managed (intensive)",70,35.08
"MD","managed (intensive)",80,33.136
"MD","managed (intensive)",90,30.678
"MD","managed (intensive)",100,29.204
"ME","managed (intensive)",0,271.884
"ME","managed (intensive)",10,303.497
"ME","managed (intensive)",20,291.004
"ME","managed (intensive)",30,279.259
"ME","managed (intensive)",40,263.068
"ME","managed (intensive)",50,246.766
"ME","managed (intensive)",60,229.094
"ME","managed (intensive)",70,212.743
"ME","managed (intensive)",80,195.914
"ME","managed (intensive)",90,180.723
"ME","managed (intensive)",100,169.017
"MI","managed (intensive)",0,327.261
"MI","managed (intensive)",10,361.905
"MI","managed (intensive)",20,359.236
"MI","managed (intensive)",30,353.98
"MI","managed (intensive)",40,349.396
"MI","managed (intensive)",50,343.799
"MI","managed (intensive)",60,336.182
"MI","managed (intensive)",70,328.17
"MI","managed (intensive)",80,318.482
"MI","managed (intensive)",90,308.943
"MI","managed (intensive)",100,298.786
"MN","managed (intensive)",0,220.244
"MN","managed (intensive)",10,243.296
"MN","managed (intensive)",20,240.466
"MN","managed (intensive)",30,234.422
"MN","managed (intensive)",40,227.908
"MN","managed (intensive)",50,221.223
"MN","managed (intensive)",60,213.61
"MN","managed (intensive)",70,205.605
"MN","managed (intensive)",80,197.565
"MN","managed (intensive)",90,188.16
"MN","managed (intensive)",100,179.838
"MO","managed (intensive)",0,350.802
"MO","managed (intensive)",10,372.792
"MO","managed (intensive)",20,355.566
"MO","managed (intensive)",30,337.649
"MO","managed (intensive)",40,318.687
"MO","managed (intensive)",50,301.658
"MO","managed (intensive)",60,284.284
"MO","managed (intensive)",70,267.257
"MO","managed (intensive)",80,250.995
"MO","managed (intensive)",90,235.159
"MO","managed (intensive)",100,220.248
"MS","managed (intensive)",0,285.933
"MS","managed (intensive)",10,371.403
"MS","managed (intensive)",20,404.787
"MS","managed (intensive)",30,417.122
"MS","managed (intensive)",40,413.852
"MS","managed (intensive)",50,396.714
"MS","managed (intensive)",60,375.695
"MS","managed (intensive)",70,357.519
"MS","managed (intensive)",80,342.382
"MS","managed (intensive)",90,334.038
"MS","managed (intensive)",100,325.29
"MT","managed (intensive)",0,343.303
"MT","managed (intensive)",10,366.472
"MT","managed (intensive)",20,374.603
"MT","managed (intensive)",30,375.596
"MT","managed (intensive)",40,374.798
"MT","managed (intensive)",50,370.551
"MT","managed (intensive)",60,364.638
"MT","managed (intensive)",70,356.263
"MT","managed (intensive)",80,346.79
"MT","managed (intensive)",90,335.495
"MT","managed (intensive)",100,323.889
"NC","managed (intensive)",0,288.446
"NC","managed (intensive)",10,338.687
"NC","managed (intensive)",20,350.182
"NC","managed (intensive)",30,348.678
"NC","managed (intensive)",40,340.542
"NC","managed (intensive)",50,327.587
"NC","managed (intensive)",60,315.092
"NC","managed (intensive)",70,303.871
"NC","managed (intensive)",80,293.369
"NC","managed (intensive)",90,285.632
"NC","managed (intensive)",100,278.119
"ND","managed (intensive)",0,5.624
"ND","managed (intensive)",10,6.106
"ND","managed (intensive)",20,5.695
"ND","managed (intensive)",30,5.709
"ND","managed (intensive)",40,5.339
"ND","managed (intensive)",50,5.039
"ND","managed (intensive)",60,4.775
"ND","managed (intensive)",70,4.742
"ND","managed (intensive)",80,4.501
"ND","managed (intensive)",90,4.285
"ND","managed (intensive)",100,4.202
"NE","managed (intensive)",0,10.24
"NE","managed (intensive)",10,10.713
"NE","managed (intensive)",20,9.869
"NE","managed (intensive)",30,9.174
"NE","managed (intensive)",40,8.33
"NE","managed (intensive)",50,7.786
"NE","managed (intensive)",60,7.079
"NE","managed (intensive)",70,6.603
"NE","managed (intensive)",80,6.23
"NE","managed (intensive)",90,5.858
"NE","managed (intensive)",100,5.543
"NH","managed (intensive)",0,111.713
"NH","managed (intensive)",10,120.546
"NH","managed (intensive)",20,119.165
"NH","managed (intensive)",30,115.528
"NH","managed (intensive)",40,111.348
"NH","managed (intensive)",50,107.546
"NH","managed (intensive)",60,103.638
"NH","managed (intensive)",70,99.182
"NH","managed (intensive)",80,95.016
"NH","managed (intensive)",90,91.531
"NH","managed (intensive)",100,87.741
"NJ","managed (intensive)",0,41.424
"NJ","managed (intensive)",10,44.598
"NJ","managed (intensive)",20,44.065
"NJ","managed (intensive)",30,42.821
"NJ","managed (intensive)",40,41.618
"NJ","managed (intensive)",50,39.853
"NJ","managed (intensive)",60,38.183
"NJ","managed (intensive)",70,36.014
"NJ","managed (intensive)",80,33.909
"NJ","managed (intensive)",90,32.097
"NJ","managed (intensive)",100,29.918
"NM","managed (intensive)",0,117.08
"NM","managed (intensive)",10,122.323
"NM","managed (intensive)",20,122.701
"NM","managed (intensive)",30,120.983
"NM","managed (intensive)",40,118.793
"NM","managed (intensive)",50,115.854
"NM","managed (intensive)",60,112.538
"NM","managed (intensive)",70,108.719
"NM","managed (intensive)",80,104.82
"NM","managed (intensive)",90,100.752
"NM","managed (intensive)",100,96.624
"NV","managed (intensive)",0,35.75
"NV","managed (intensive)",10,37.58
"NV","managed (intensive)",20,38.216
"NV","managed (intensive)",30,38.472
"NV","managed (intensive)",40,38.365
"NV","managed (intensive)",50,38.003
"NV","managed (intensive)",60,37.432
"NV","managed (intensive)",70,36.749
"NV","managed (intensive)",80,35.83
"NV","managed (intensive)",90,34.842
"NV","managed (intensive)",100,33.737
"NY","managed (intensive)",0,340.826
"NY","managed (intensive)",10,382.224
"NY","managed (intensive)",20,382.5
"NY","managed (intensive)",30,375.444
"NY","managed (intensive)",40,371.01
"NY","managed (intensive)",50,363.699
"NY","managed (intensive)",60,357.574
"NY","managed (intensive)",70,346.462
"NY","managed (intensive)",80,337.623
"NY","managed (intensive)",90,328.497
"NY","managed (intensive)",100,318.119
"OH","managed (intensive)",0,159.121
"OH","managed (intensive)",10,177.961
"OH","managed (intensive)",20,182.029
"OH","managed (intensive)",30,181.318
"OH","managed (intensive)",40,179.856
"OH","managed (intensive)",50,180.283
"OH","managed (intensive)",60,179.487
"OH","managed (intensive)",70,176.359
"OH","managed (intensive)",80,175.081
"OH","managed (intensive)",90,173.062
"OH","managed (intensive)",100,170.662
"OK","managed (intensive)",0,108.113
"OK","managed (intensive)",10,121.439
"OK","managed (intensive)",20,118.868
"OK","managed (intensive)",30,116.735
"OK","managed (intensive)",40,114.968
"OK","managed (intensive)",50,113.492
"OK","managed (intensive)",60,111.798
"OK","managed (intensive)",70,110.172
"OK","managed (intensive)",80,108.626
"OK","managed (intensive)",90,108.271
"OK","managed (intensive)",100,108.51
"OR","managed (intensive)",0,836.686
"OR","managed (intensive)",10,899.302
"OR","managed (intensive)",20,932.295
"OR","managed (intensive)",30,953.072
"OR","managed (intensive)",40,956.768
"OR","managed (intensive)",50,953.871
"OR","managed (intensive)",60,938.847
"OR","managed (intensive)",70,919.602
"OR","managed (intensive)",80,893.906
"OR","managed (intensive)",90,863.544
"OR","managed (intensive)",100,830.341
"PA","managed (intensive)",0,432.458
"PA","managed (intensive)",10,472.341
"PA","managed (intensive)",20,469.173
"PA","managed (intensive)",30,460.766
"PA","managed (intensive)",40,452.938
"PA","managed (intensive)",50,441.63
"PA","managed (intensive)",60,433.864
"PA","managed (intensive)",70,421.531
"PA","managed (intensive)",80,409.407
"PA","managed (intensive)",90,397.539
"PA","managed (intensive)",100,385.678
"RI","managed (intensive)",0,12.255
"RI","managed (intensive)",10,13.613
"RI","managed (intensive)",20,13.478
"RI","managed (intensive)",30,13.086
"RI","managed (intensive)",40,12.776
"RI","managed (intensive)",50,12.736
"RI","managed (intensive)",60,12.59
"RI","managed (intensive)",70,12.462
"RI","managed (intensive)",80,12.464
"RI","managed (intensive)",90,12.085
"RI","managed (intensive)",100,12.098
"SC","managed (intensive)",0,183.401
"SC","managed (intensive)",10,219.814
"SC","managed (intensive)",20,223.872
"SC","managed (intensive)",30,218.115
"SC","managed (intensive)",40,206.909
"SC","managed (intensive)",50,192.31
"SC","managed (intensive)",60,178.911
"SC","managed (intensive)",70,167.83
"SC","managed (intensive)",80,162.312
"SC","managed (intensive)",90,156.603
"SC","managed (intensive)",100,153.01
"SD","managed (intensive)",0,13.156
"SD","managed (intensive)",10,13.917
"SD","managed (intensive)",20,13.883
"SD","managed (intensive)",30,13.752
"SD","managed (intensive)",40,13.541
"SD","managed (intensive)",50,13.164
"SD","managed (intensive)",60,12.9
"SD","managed (intensive)",70,12.468
"SD","managed (intensive)",80,12.104
"SD","managed (intensive)",90,11.684
"SD","managed (intensive)",100,11.269
"TN","managed (intensive)",0,273.878
"TN","managed (intensive)",10,310.83
"TN","managed (intensive)",20,314.221
