state,scope,cell_key,ft_group,prov_code,owner,response,A,k,p,d,Astar,n_plots
IL,"cell","Oak/hickory|8.2.3|State","Oak/hickory","8.2.3","State","carbon_lbac",163719.9196,0.009481,1.37596,0.014781,135,30
IL,"cell","White/red/jack pine|8.2.3|State","White/red/jack pine","8.2.3","State","carbon_lbac",3341103.3759,0.001609,1.52292,0.02771,65,39
IL,"cell","Elm/ash/cottonwood|8.3.3|NIPF","Elm/ash/cottonwood","8.3.3","NIPF","carbon_lbac",73828.1769,0.017281,0.79271,0,200,1089
IL,"cell","Loblolly/shortleaf pine|8.3.3|NIPF","Loblolly/shortleaf pine","8.3.3","NIPF","carbon_lbac",133350.7759,0.048124,3.59761,0.027741,65,72
IL,"cell","Elm/ash/cottonwood|8.2.3|State","Elm/ash/cottonwood","8.2.3","State","carbon_lbac",73828.1769,0.017281,0.79271,0,200,1089
IL,"cell","Elm/ash/cottonwood|8.2.1|Industrial","Elm/ash/cottonwood","8.2.1","Industrial","carbon_lbac",73828.1769,0.017281,0.79271,0,200,1089
IL,"cell","Elm/ash/cottonwood|8.3.3|Industrial","Elm/ash/cottonwood","8.3.3","Industrial","carbon_lbac",73828.1769,0.017281,0.79271,0,200,1089
IL,"cell","Loblolly/shortleaf pine|8.3.2|Public-Other","Loblolly/shortleaf pine","8.3.2","Public-Other","carbon_lbac",133350.7759,0.048124,3.59761,0.027741,65,72
IL,"cell","Elm/ash/cottonwood|8.2.1|NIPF","Elm/ash/cottonwood","8.2.1","NIPF","carbon_lbac",73828.1769,0.017281,0.79271,0,200,1089
IL,"cell","Oak/hickory|8.3.3|Industrial","Oak/hickory","8.3.3","Industrial","carbon_lbac",74933.3884,0.022771,1.00164,0,200,2690
IL,"cell","White/red/jack pine|8.3.2|Public-Other","White/red/jack pine","8.3.2","Public-Other","carbon_lbac",3341103.3759,0.001609,1.52292,0.02771,65,39
IL,"cell","Oak/hickory|8.1.5|Industrial","Oak/hickory","8.1.5","Industrial","carbon_lbac",74933.3884,0.022771,1.00164,0,200,2690
IL,"cell","Loblolly/shortleaf pine|8.3.2|Industrial","Loblolly/shortleaf pine","8.3.2","Industrial","carbon_lbac",133350.7759,0.048124,3.59761,0.027741,65,72
IL,"cell","Elm/ash/cottonwood|8.5.2|Public-Other","Elm/ash/cottonwood","8.5.2","Public-Other","carbon_lbac",73828.1769,0.017281,0.79271,0,200,1089
IL,"cell","Oak/hickory|8.2.1|State","Oak/hickory","8.2.1","State","carbon_lbac",74933.3884,0.022771,1.00164,0,200,2690
IL,"cell","Oak/hickory|8.1.5|State","Oak/hickory","8.1.5","State","carbon_lbac",74933.3884,0.022771,1.00164,0,200,2690
IL,"cell","White/red/jack pine|8.2.1|NIPF","White/red/jack pine","8.2.1","NIPF","carbon_lbac",3341103.3759,0.001609,1.52292,0.02771,65,39
IL,"cell","Oak/hickory|8.2.1|Industrial","Oak/hickory","8.2.1","Industrial","carbon_lbac",74933.3884,0.022771,1.00164,0,200,2690
IL,"cell","White/red/jack pine|8.3.3|NIPF","White/red/jack pine","8.3.3","NIPF","carbon_lbac",3341103.3759,0.001609,1.52292,0.02771,65,39
IL,"cell","Elm/ash/cottonwood|8.2.1|Public-Other","Elm/ash/cottonwood","8.2.1","Public-Other","carbon_lbac",73828.1769,0.017281,0.79271,0,200,1089
IL,"cell","White/red/jack pine|0.0.0|State","White/red/jack pine","0.0.0","State","carbon_lbac",3341103.3759,0.001609,1.52292,0.02771,65,39
IN,"state","IN",NA,NA,NA,"carbon_lbac",93606.6183,0.017887,1.11579,0,155,5437
IN,"cell","Maple/beech/birch|8.2.4|NIPF","Maple/beech/birch","8.2.4","NIPF","carbon_lbac",61781.2702,0.030339,1.28028,0.00533,125,325
IN,"cell","Elm/ash/cottonwood|8.2.4|State","Elm/ash/cottonwood","8.2.4","State","carbon_lbac",83826.0801,0.01573,0.93103,0.029249,115,1037
IN,"cell","Oak/hickory|8.2.4|NIPF","Oak/hickory","8.2.4","NIPF","carbon_lbac",94188.3487,0.021103,1.03264,0.012451,115,487
IN,"cell","Elm/ash/cottonwood|8.2.4|NIPF","Elm/ash/cottonwood","8.2.4","NIPF","carbon_lbac",108202.61,0.023769,2.41528,0.010132,115,326
IN,"cell","White/red/jack pine|8.2.4|NIPF","White/red/jack pine","8.2.4","NIPF","carbon_lbac",2945280.4981,0.001169,1.33176,0.04453,55,64
IN,"cell","Oak/hickory|8.2.4|State","Oak/hickory","8.2.4","State","carbon_lbac",96482.4237,0.020111,1.12305,0,155,2747
IN,"cell","Oak/hickory|8.2.2|NIPF","Oak/hickory","8.2.2","NIPF","carbon_lbac",96482.4237,0.020111,1.12305,0,155,2747
IN,"cell","Elm/ash/cottonwood|8.2.2|NIPF","Elm/ash/cottonwood","8.2.2","NIPF","carbon_lbac",83826.0801,0.01573,0.93103,0.029249,115,1037
IN,"cell","Maple/beech/birch|8.3.3|Public-Other","Maple/beech/birch","8.3.3","Public-Other","carbon_lbac",78469.0159,0.017468,0.98171,0.009435,85,90
IN,"cell","Elm/ash/cottonwood|8.2.4|Public-Other","Elm/ash/cottonwood","8.2.4","Public-Other","carbon_lbac",83826.0801,0.01573,0.93103,0.029249,115,1037
IN,"cell","Oak/hickory|8.3.3|Public-Other","Oak/hickory","8.3.3","Public-Other","carbon_lbac",96482.4237,0.020111,1.12305,0,155,2747
IN,"cell","Oak/gum/cypress|8.2.4|NIPF","Oak/gum/cypress","8.2.4","NIPF","carbon_lbac",69007.8695,0.051449,2.93717,0.00757,95,88
IN,"cell","Loblolly/shortleaf pine|8.2.4|NIPF","Loblolly/shortleaf pine","8.2.4","NIPF","carbon_lbac",6763629.0987,0.000665,1.41848,0.065304,75,87
IN,"cell","Elm/ash/cottonwood|8.3.3|State","Elm/ash/cottonwood","8.3.3","State","carbon_lbac",83826.0801,0.01573,0.93103,0.029249,115,1037
IN,"cell","Oak/hickory|8.3.3|State","Oak/hickory","8.3.3","State","carbon_lbac",493133.5367,0.000677,0.64755,0.009925,95,149
IN,"cell","Oak/hickory|8.3.3|NIPF","Oak/hickory","8.3.3","NIPF","carbon_lbac",511832.88,0.000889,0.72208,0.012679,95,923
IN,"cell","Oak/hickory|8.3.3|Industrial","Oak/hickory","8.3.3","Industrial","carbon_lbac",641428.5305,0.000269,0.57122,0.016673,115,117
IN,"cell","Elm/ash/cottonwood|8.3.3|NIPF","Elm/ash/cottonwood","8.3.3","NIPF","carbon_lbac",65458.2627,0.015716,0.76447,0.036792,75,154
IN,"cell","Oak/pine|8.3.3|NIPF","Oak/pine","8.3.3","NIPF","carbon_lbac",56452.1878,0.044651,1.46939,0.005791,85,75
IN,"cell","Loblolly/shortleaf pine|8.3.3|NIPF","Loblolly/shortleaf pine","8.3.3","NIPF","carbon_lbac",6763629.0987,0.000665,1.41848,0.065304,75,87
IN,"cell","Elm/ash/cottonwood|8.3.3|Public-Other","Elm/ash/cottonwood","8.3.3","Public-Other","carbon_lbac",83826.0801,0.01573,0.93103,0.029249,115,1037
IN,"cell","Elm/ash/cottonwood|8.3.3|Industrial","Elm/ash/cottonwood","8.3.3","Industrial","carbon_lbac",83826.0801,0.01573,0.93103,0.029249,115,1037
IN,"cell","Oak/hickory|8.2.4|Industrial","Oak/hickory","8.2.4","Industrial","carbon_lbac",96482.4237,0.020111,1.12305,0,155,2747
IN,"cell","Oak/hickory|8.1.6|NIPF","Oak/hickory","8.1.6","NIPF","carbon_lbac",77018.7224,0.078058,8.23451,0,155,140
IN,"cell","Oak/gum/cypress|8.1.6|NIPF","Oak/gum/cypress","8.1.6","NIPF","carbon_lbac",69007.8695,0.051449,2.93717,0.00757,95,88
IN,"cell","White/red/jack pine|8.1.6|NIPF","White/red/jack pine","8.1.6","NIPF","carbon_lbac",2945280.4981,0.001169,1.33176,0.04453,55,64
IN,"cell","Elm/ash/cottonwood|8.1.6|NIPF","Elm/ash/cottonwood","8.1.6","NIPF","carbon_lbac",145304.8971,0.012405,1.26018,0.017721,65,107
IN,"cell","Loblolly/shortleaf pine|8.3.3|State","Loblolly/shortleaf pine","8.3.3","State","carbon_lbac",6763629.0987,0.000665,1.41848,0.065304,75,87
IN,"cell","Loblolly/shortleaf pine|8.2.4|State","Loblolly/shortleaf pine","8.2.4","State","carbon_lbac",6763629.0987,0.000665,1.41848,0.065304,75,87
IN,"cell","Oak/pine|8.3.3|State","Oak/pine","8.3.3","State","carbon_lbac",76194.445,0.024626,1.18927,0.011809,75,191
IN,"cell","Loblolly/shortleaf pine|8.3.2|NIPF","Loblolly/shortleaf pine","8.3.2","NIPF","carbon_lbac",6763629.0987,0.000665,1.41848,0.065304,75,87
IN,"cell","Maple/beech/birch|8.3.2|NIPF","Maple/beech/birch","8.3.2","NIPF","carbon_lbac",96005.9463,0.022735,2.10268,0.006234,105,106
IN,"cell","Elm/ash/cottonwood|8.3.2|NIPF","Elm/ash/cottonwood","8.3.2","NIPF","carbon_lbac",83826.0801,0.01573,0.93103,0.029249,115,1037
IN,"cell","White/red/jack pine|8.3.2|State","White/red/jack pine","8.3.2","State","carbon_lbac",2945280.4981,0.001169,1.33176,0.04453,55,64
IN,"cell","Oak/hickory|8.3.2|NIPF","Oak/hickory","8.3.2","NIPF","carbon_lbac",113505.528,0.022599,2.10754,0.007118,115,277
IN,"cell","Oak/hickory|8.3.2|Industrial","Oak/hickory","8.3.2","Industrial","carbon_lbac",703215.2717,0.000311,0.61606,0.01889,95,40
IN,"cell","Oak/pine|8.3.3|Industrial","Oak/pine","8.3.3","Industrial","carbon_lbac",76194.445,0.024626,1.18927,0.011809,75,191
IN,"cell","White/red/jack pine|8.3.3|State","White/red/jack pine","8.3.3","State","carbon_lbac",2945280.4981,0.001169,1.33176,0.04453,55,64
IN,"cell","White/red/jack pine|8.3.3|Public-Other","White/red/jack pine","8.3.3","Public-Other","carbon_lbac",2945280.4981,0.001169,1.33176,0.04453,55,64
IN,"cell","Elm/ash/cottonwood|8.3.2|State","Elm/ash/cottonwood","8.3.2","State","carbon_lbac",83826.0801,0.01573,0.93103,0.029249,115,1037
IN,"cell","Oak/pine|8.2.4|NIPF","Oak/pine","8.2.4","NIPF","carbon_lbac",3477565.0157,0.000455,1.11221,0.065614,65,42
IN,"cell","Elm/ash/cottonwood|8.2.4|Industrial","Elm/ash/cottonwood","8.2.4","Industrial","carbon_lbac",83826.0801,0.01573,0.93103,0.029249,115,1037
IN,"cell","Oak/gum/cypress|8.3.2|NIPF","Oak/gum/cypress","8.3.2","NIPF","carbon_lbac",69007.8695,0.051449,2.93717,0.00757,95,88
IN,"cell","Oak/gum/cypress|8.3.2|Industrial","Oak/gum/cypress","8.3.2","Industrial","carbon_lbac",69007.8695,0.051449,2.93717,0.00757,95,88
IN,"cell","Elm/ash/cottonwood|8.1.6|Industrial","Elm/ash/cottonwood","8.1.6","Industrial","carbon_lbac",83826.0801,0.01573,0.93103,0.029249,115,1037
IN,"cell","Maple/beech/birch|8.1.6|NIPF","Maple/beech/birch","8.1.6","NIPF","carbon_lbac",1580851.0306,0.000414,0.92782,0.018849,65,73
IN,"cell","White/red/jack pine|8.2.4|Industrial","White/red/jack pine","8.2.4","Industrial","carbon_lbac",2945280.4981,0.001169,1.33176,0.04453,55,64
IN,"cell","Oak/hickory|8.2.4|Public-Other","Oak/hickory","8.2.4","Public-Other","carbon_lbac",96482.4237,0.020111,1.12305,0,155,2747
IN,"cell","Elm/ash/cottonwood|8.3.2|Industrial","Elm/ash/cottonwood","8.3.2","Industrial","carbon_lbac",696101.5125,0.000475,0.72195,0.02395,65,31
IN,"cell","White/red/jack pine|8.3.2|NIPF","White/red/jack pine","8.3.2","NIPF","carbon_lbac",2945280.4981,0.001169,1.33176,0.04453,55,64
IN,"cell","Loblolly/shortleaf pine|8.3.2|Industrial","Loblolly/shortleaf pine","8.3.2","Industrial","carbon_lbac",6763629.0987,0.000665,1.41848,0.065304,75,87
IN,"cell","Oak/gum/cypress|8.3.2|State","Oak/gum/cypress","8.3.2","State","carbon_lbac",69007.8695,0.051449,2.93717,0.00757,95,88
IN,"cell","Loblolly/shortleaf pine|8.3.3|Public-Other","Loblolly/shortleaf pine","8.3.3","Public-Other","carbon_lbac",6763629.0987,0.000665,1.41848,0.065304,75,87
IN,"cell","Oak/gum/cypress|8.2.3|NIPF","Oak/gum/cypress","8.2.3","NIPF","carbon_lbac",69007.8695,0.051449,2.93717,0.00757,95,88
IN,"cell","Oak/hickory|8.2.3|NIPF","Oak/hickory","8.2.3","NIPF","carbon_lbac",780470.1215,1e-04,0.54313,0.021928,125,83
IN,"cell","Oak/gum/cypress|8.2.4|Industrial","Oak/gum/cypress","8.2.4","Industrial","carbon_lbac",69007.8695,0.051449,2.93717,0.00757,95,88
IN,"cell","Oak/pine|8.2.4|Industrial","Oak/pine","8.2.4","Industrial","carbon_lbac",76194.445,0.024626,1.18927,0.011809,75,191
IN,"cell","Elm/ash/cottonwood|8.1.6|State","Elm/ash/cottonwood","8.1.6","State","carbon_lbac",83826.0801,0.01573,0.93103,0.029249,115,1037
IN,"cell","Oak/hickory|8.1.6|Industrial","Oak/hickory","8.1.6","Industrial","carbon_lbac",96482.4237,0.020111,1.12305,0,155,2747
IN,"cell","Elm/ash/cottonwood|8.2.3|State","Elm/ash/cottonwood","8.2.3","State","carbon_lbac",83826.0801,0.01573,0.93103,0.029249,115,1037
IN,"cell","Elm/ash/cottonwood|8.2.3|NIPF","Elm/ash/cottonwood","8.2.3","NIPF","carbon_lbac",83826.0801,0.01573,0.93103,0.029249,115,1037
IN,"cell","Elm/ash/cottonwood|8.2.3|Industrial","Elm/ash/cottonwood","8.2.3","Industrial","carbon_lbac",83826.0801,0.01573,0.93103,0.029249,115,1037
IN,"cell","Oak/pine|8.2.3|NIPF","Oak/pine","8.2.3","NIPF","carbon_lbac",76194.445,0.024626,1.18927,0.011809,75,191
IN,"cell","Oak/hickory|8.2.3|State","Oak/hickory","8.2.3","State","carbon_lbac",96482.4237,0.020111,1.12305,0,155,2747
IN,"cell","White/red/jack pine|8.3.3|NIPF","White/red/jack pine","8.3.3","NIPF","carbon_lbac",2945280.4981,0.001169,1.33176,0.04453,55,64
IN,"cell","Oak/gum/cypress|8.3.3|NIPF","Oak/gum/cypress","8.3.3","NIPF","carbon_lbac",69007.8695,0.051449,2.93717,0.00757,95,88
IN,"cell","White/red/jack pine|8.3.3|Industrial","White/red/jack pine","8.3.3","Industrial","carbon_lbac",2945280.4981,0.001169,1.33176,0.04453,55,64
IN,"cell","Oak/pine|8.3.3|Public-Other","Oak/pine","8.3.3","Public-Other","carbon_lbac",76194.445,0.024626,1.18927,0.011809,75,191
IN,"cell","Oak/pine|8.3.2|NIPF","Oak/pine","8.3.2","NIPF","carbon_lbac",76194.445,0.024626,1.18927,0.011809,75,191
IN,"cell","White/red/jack pine|8.3.2|Industrial","White/red/jack pine","8.3.2","Industrial","carbon_lbac",2945280.4981,0.001169,1.33176,0.04453,55,64
IN,"cell","Loblolly/shortleaf pine|8.3.2|Public-Other","Loblolly/shortleaf pine","8.3.2","Public-Other","carbon_lbac",6763629.0987,0.000665,1.41848,0.065304,75,87
IN,"cell","Elm/ash/cottonwood|8.1.6|Public-Other","Elm/ash/cottonwood","8.1.6","Public-Other","carbon_lbac",83826.0801,0.01573,0.93103,0.029249,115,1037
IN,"cell","Oak/hickory|8.3.2|State","Oak/hickory","8.3.2","State","carbon_lbac",96482.4237,0.020111,1.12305,0,155,2747
IN,"cell","Oak/gum/cypress|8.2.4|Public-Other","Oak/gum/cypress","8.2.4","Public-Other","carbon_lbac",69007.8695,0.051449,2.93717,0.00757,95,88
IN,"cell","Oak/gum/cypress|8.2.3|State","Oak/gum/cypress","8.2.3","State","carbon_lbac",69007.8695,0.051449,2.93717,0.00757,95,88
IN,"cell","Oak/pine|8.1.6|NIPF","Oak/pine","8.1.6","NIPF","carbon_lbac",76194.445,0.024626,1.18927,0.011809,75,191
IN,"cell","Oak/gum/cypress|8.3.3|Public-Other","Oak/gum/cypress","8.3.3","Public-Other","carbon_lbac",69007.8695,0.051449,2.93717,0.00757,95,88
IN,"cell","Elm/ash/cottonwood|8.3.2|Public-Other","Elm/ash/cottonwood","8.3.2","Public-Other","carbon_lbac",83826.0801,0.01573,0.93103,0.029249,115,1037
IN,"cell","Oak/pine|8.3.2|State","Oak/pine","8.3.2","State","carbon_lbac",76194.445,0.024626,1.18927,0.011809,75,191
IN,"cell","Oak/pine|8.3.2|Industrial","Oak/pine","8.3.2","Industrial","carbon_lbac",76194.445,0.024626,1.18927,0.011809,75,191
IN,"cell","Oak/hickory|8.1.6|State","Oak/hickory","8.1.6","State","carbon_lbac",96482.4237,0.020111,1.12305,0,155,2747
IN,"cell","White/red/jack pine|8.1.6|State","White/red/jack pine","8.1.6","State","carbon_lbac",2945280.4981,0.001169,1.33176,0.04453,55,64
IN,"cell","Oak/pine|8.2.4|State","Oak/pine","8.2.4","State","carbon_lbac",76194.445,0.024626,1.18927,0.011809,75,191
IN,"cell","Oak/gum/cypress|8.3.3|Industrial","Oak/gum/cypress","8.3.3","Industrial","carbon_lbac",69007.8695,0.051449,2.93717,0.00757,95,88
IN,"cell","Oak/hickory|8.1.6|Public-Other","Oak/hickory","8.1.6","Public-Other","carbon_lbac",96482.4237,0.020111,1.12305,0,155,2747
IN,"cell","White/red/jack pine|8.2.4|State","White/red/jack pine","8.2.4","State","carbon_lbac",2945280.4981,0.001169,1.33176,0.04453,55,64
IN,"cell","Loblolly/shortleaf pine|8.2.3|NIPF","Loblolly/shortleaf pine","8.2.3","NIPF","carbon_lbac",6763629.0987,0.000665,1.41848,0.065304,75,87
IN,"cell","Oak/gum/cypress|8.2.4|State","Oak/gum/cypress","8.2.4","State","carbon_lbac",69007.8695,0.051449,2.93717,0.00757,95,88
IN,"cell","Loblolly/shortleaf pine|8.1.6|State","Loblolly/shortleaf pine","8.1.6","State","carbon_lbac",6763629.0987,0.000665,1.41848,0.065304,75,87
IN,"cell","Oak/hickory|8.2.3|Industrial","Oak/hickory","8.2.3","Industrial","carbon_lbac",96482.4237,0.020111,1.12305,0,155,2747
IN,"cell","Loblolly/shortleaf pine|8.3.2|State","Loblolly/shortleaf pine","8.3.2","State","carbon_lbac",6763629.0987,0.000665,1.41848,0.065304,75,87
IN,"cell","White/red/jack pine|8.2.4|Public-Other","White/red/jack pine","8.2.4","Public-Other","carbon_lbac",2945280.4981,0.001169,1.33176,0.04453,55,64
IN,"cell","White/red/jack pine|8.2.3|NIPF","White/red/jack pine","8.2.3","NIPF","carbon_lbac",2945280.4981,0.001169,1.33176,0.04453,55,64
KS,"state","KS",NA,NA,NA,"carbon_lbac",45747.8825,0.022917,0.83134,0.011581,115,3094
KS,"cell","Elm/ash/cottonwood|9.2.4|NIPF","Elm/ash/cottonwood","9.2.4","NIPF","carbon_lbac",55648.921,0.014154,0.60394,0.012565,95,373
KS,"cell","Oak/hickory|9.2.4|NIPF","Oak/hickory","9.2.4","NIPF","carbon_lbac",689897.1499,0.000299,0.69975,0.014256,65,425
KS,"cell","Maple/beech/birch|9.2.4|NIPF","Maple/beech/birch","9.2.4","NIPF","carbon_lbac",278576.4247,0.000179,0.45192,0.008958,105,381
KS,"cell","Oak/pine|9.2.4|NIPF","Oak/pine","9.2.4","NIPF","carbon_lbac",16241997.1037,0.000193,1.36296,0,75,56
KS,"cell","Elm/ash/cottonwood|9.2.3|NIPF","Elm/ash/cottonwood","9.2.3","NIPF","carbon_lbac",32559.3321,0.049631,1.3073,0.006463,65,103
KS,"cell","Oak/hickory|9.2.3|NIPF","Oak/hickory","9.2.3","NIPF","carbon_lbac",278215.4548,0.00311,0.86299,0.012806,30,103
KS,"cell","Maple/beech/birch|9.2.3|NIPF","Maple/beech/birch","9.2.3","NIPF","carbon_lbac",56695.6701,0.027532,2.05121,0.006632,125,131
KS,"cell","Oak/hickory|9.2.3|Public-Other","Oak/hickory","9.2.3","Public-Other","carbon_lbac",40796.4264,0.029403,0.7784,0.027739,135,936
KS,"cell","Oak/hickory|9.4.4|NIPF","Oak/hickory","9.4.4","NIPF","carbon_lbac",295324.5923,1e-04,0.44583,0.007993,95,123
KS,"cell","Elm/ash/cottonwood|9.4.4|NIPF","Elm/ash/cottonwood","9.4.4","NIPF","carbon_lbac",106694.1006,0.003662,0.61253,0,115,186
KS,"cell","Oak/hickory|9.4.5|NIPF","Oak/hickory","9.4.5","NIPF","carbon_lbac",291659.8971,1e-04,0.43608,0.008887,85,129
KS,"cell","Oak/hickory|9.4.5|Industrial","Oak/hickory","9.4.5","Industrial","carbon_lbac",40796.4264,0.029403,0.7784,0.027739,135,936
KS,"cell","Oak/hickory|9.4.4|Industrial","Oak/hickory","9.4.4","Industrial","carbon_lbac",40796.4264,0.029403,0.7784,0.027739,135,936
KS,"cell","Maple/beech/birch|9.4.5|NIPF","Maple/beech/birch","9.4.5","NIPF","carbon_lbac",74501.4612,0.02443,2.26265,0.005369,105,854
KS,"cell","Oak/hickory|8.4.5|NIPF","Oak/hickory","8.4.5","NIPF","carbon_lbac",40796.4264,0.029403,0.7784,0.027739,135,936
KS,"cell","Oak/hickory|8.4.5|Industrial","Oak/hickory","8.4.5","Industrial","carbon_lbac",40796.4264,0.029403,0.7784,0.027739,135,936
KS,"cell","Oak/hickory|9.4.2|NIPF","Oak/hickory","9.4.2","NIPF","carbon_lbac",40796.4264,0.029403,0.7784,0.027739,135,936
KS,"cell","Maple/beech/birch|9.4.2|NIPF","Maple/beech/birch","9.4.2","NIPF","carbon_lbac",315836.594,1e-04,0.41148,0.015839,85,119
KS,"cell","Maple/beech/birch|9.2.4|Industrial","Maple/beech/birch","9.2.4","Industrial","carbon_lbac",74501.4612,0.02443,2.26265,0.005369,105,854
KS,"cell","Maple/beech/birch|9.4.4|NIPF","Maple/beech/birch","9.4.4","NIPF","carbon_lbac",74501.4612,0.02443,2.26265,0.005369,105,854
KS,"cell","Oak/hickory|9.2.3|Industrial","Oak/hickory","9.2.3","Industrial","carbon_lbac",40796.4264,0.029403,0.7784,0.027739,135,936
KS,"cell","Maple/beech/birch|9.2.3|Industrial","Maple/beech/birch","9.2.3","Industrial","carbon_lbac",74501.4612,0.02443,2.26265,0.005369,105,854
KS,"cell","Oak/hickory|9.2.4|Public-Other","Oak/hickory","9.2.4","Public-Other","carbon_lbac",40796.4264,0.029403,0.7784,0.027739,135,936
KS,"cell","Oak/hickory|9.4.5|State","Oak/hickory","9.4.5","State","carbon_lbac",40796.4264,0.029403,0.7784,0.027739,135,936
KS,"cell","Oak/hickory|9.4.4|Public-Other","Oak/hickory","9.4.4","Public-Other","carbon_lbac",40796.4264,0.029403,0.7784,0.027739,135,936
KS,"cell","Oak/pine|9.4.4|NIPF","Oak/pine","9.4.4","NIPF","carbon_lbac",3533927.0812,1e-04,0.93948,0.007826,75,113
KS,"cell","Maple/beech/birch|9.4.4|Public-Other","Maple/beech/birch","9.4.4","Public-Other","carbon_lbac",74501.4612,0.02443,2.26265,0.005369,105,854
KS,"cell","Oak/pine|9.2.3|NIPF","Oak/pine","9.2.3","NIPF","carbon_lbac",3533927.0812,1e-04,0.93948,0.007826,75,113
KS,"cell","Maple/beech/birch|9.2.4|Public-Other","Maple/beech/birch","9.2.4","Public-Other","carbon_lbac",74501.4612,0.02443,2.26265,0.005369,105,854
KS,"cell","Oak/hickory|9.2.4|Industrial","Oak/hickory","9.2.4","Industrial","carbon_lbac",793001.893,0.00016,0.65732,0.01248,75,38
KS,"cell","Maple/beech/birch|9.2.3|Public-Other","Maple/beech/birch","9.2.3","Public-Other","carbon_lbac",74501.4612,0.02443,2.26265,0.005369,105,854
KS,"cell","Oak/hickory|9.2.4|State","Oak/hickory","9.2.4","State","carbon_lbac",40796.4264,0.029403,0.7784,0.027739,135,936
KS,"cell","Oak/pine|9.4.2|NIPF","Oak/pine","9.4.2","NIPF","carbon_lbac",3533927.0812,1e-04,0.93948,0.007826,75,113
KS,"cell","Oak/pine|9.2.3|Industrial","Oak/pine","9.2.3","Industrial","carbon_lbac",3533927.0812,1e-04,0.93948,0.007826,75,113
KS,"cell","Oak/hickory|9.4.2|Industrial","Oak/hickory","9.4.2","Industrial","carbon_lbac",40796.4264,0.029403,0.7784,0.027739,135,936
KS,"cell","Oak/pine|9.4.4|Public-Other","Oak/pine","9.4.4","Public-Other","carbon_lbac",3533927.0812,1e-04,0.93948,0.007826,75,113
KS,"cell","Other eastern softwoods|9.2.4|NIPF","Other eastern softwoods","9.2.4","NIPF","carbon_lbac",20090.3663,0.084143,8.1215,0,95,80
KS,"cell","Maple/beech/birch|9.2.4|State","Maple/beech/birch","9.2.4","State","carbon_lbac",74501.4612,0.02443,2.26265,0.005369,105,854
KS,"cell","Maple/beech/birch|9.4.3|NIPF","Maple/beech/birch","9.4.3","NIPF","carbon_lbac",74501.4612,0.02443,2.26265,0.005369,105,854
KS,"cell","Other eastern softwoods|9.4.3|NIPF","Other eastern softwoods","9.4.3","NIPF","carbon_lbac",20090.3663,0.084143,8.1215,0,95,80
KS,"cell","Oak/pine|9.4.3|NIPF","Oak/pine","9.4.3","NIPF","carbon_lbac",3533927.0812,1e-04,0.93948,0.007826,75,113
KS,"cell","Maple/beech/birch|9.4.4|Industrial","Maple/beech/birch","9.4.4","Industrial","carbon_lbac",74501.4612,0.02443,2.26265,0.005369,105,854
KS,"cell","Maple/beech/birch|8.4.5|NIPF","Maple/beech/birch","8.4.5","NIPF","carbon_lbac",74501.4612,0.02443,2.26265,0.005369,105,854
