"scenario","HL_saw","HL_pulp","LF_FRAC","HL_lf","DF","net_stock_d","net_subst_d"
"reserve (no harvest)",25,2,0.3,200,0.45,4811,4811
"reserve (no harvest)",35,2,0.3,200,0.45,4811,4811
"reserve (no harvest)",50,2,0.3,200,0.45,4811,4811
"reserve (no harvest)",25,4,0.3,200,0.45,4811,4811
"reserve (no harvest)",35,4,0.3,200,0.45,4811,4811
"reserve (no harvest)",50,4,0.3,200,0.45,4811,4811
"reserve (no harvest)",25,2,0.5,200,0.45,4811,4811
"reserve (no harvest)",35,2,0.5,200,0.45,4811,4811
"reserve (no harvest)",50,2,0.5,200,0.45,4811,4811
"reserve (no harvest)",25,4,0.5,200,0.45,4811,4811
"reserve (no harvest)",35,4,0.5,200,0.45,4811,4811
"reserve (no harvest)",50,4,0.5,200,0.45,4811,4811
"reserve (no harvest)",25,2,0.15,50,0.6,4811,4811
"reserve (no harvest)",35,2,0.15,50,0.6,4811,4811
"reserve (no harvest)",50,2,0.15,50,0.6,4811,4811
"reserve (no harvest)",25,4,0.15,50,0.6,4811,4811
"reserve (no harvest)",35,4,0.15,50,0.6,4811,4811
"reserve (no harvest)",50,4,0.15,50,0.6,4811,4811
"reserve (no harvest)",25,2,0.3,50,0.6,4811,4811
"reserve (no harvest)",35,2,0.3,50,0.6,4811,4811
"reserve (no harvest)",50,2,0.3,50,0.6,4811,4811
"reserve (no harvest)",25,4,0.3,50,0.6,4811,4811
"reserve (no harvest)",35,4,0.3,50,0.6,4811,4811
"reserve (no harvest)",50,4,0.3,50,0.6,4811,4811
"reserve (no harvest)",25,2,0.5,50,0.6,4811,4811
"reserve (no harvest)",35,2,0.5,50,0.6,4811,4811
"reserve (no harvest)",50,2,0.5,50,0.6,4811,4811
"reserve (no harvest)",25,4,0.5,50,0.6,4811,4811
"reserve (no harvest)",35,4,0.5,50,0.6,4811,4811
"reserve (no harvest)",50,4,0.5,50,0.6,4811,4811
"reserve (no harvest)",25,2,0.15,100,0.6,4811,4811
"reserve (no harvest)",35,2,0.15,100,0.6,4811,4811
"reserve (no harvest)",50,2,0.15,100,0.6,4811,4811
"reserve (no harvest)",25,4,0.15,100,0.6,4811,4811
"reserve (no harvest)",35,4,0.15,100,0.6,4811,4811
"reserve (no harvest)",50,4,0.15,100,0.6,4811,4811
"reserve (no harvest)",25,2,0.3,100,0.6,4811,4811
"reserve (no harvest)",35,2,0.3,100,0.6,4811,4811
"reserve (no harvest)",50,2,0.3,100,0.6,4811,4811
"reserve (no harvest)",25,4,0.3,100,0.6,4811,4811
"reserve (no harvest)",35,4,0.3,100,0.6,4811,4811
"reserve (no harvest)",50,4,0.3,100,0.6,4811,4811
"reserve (no harvest)",25,2,0.5,100,0.6,4811,4811
"reserve (no harvest)",35,2,0.5,100,0.6,4811,4811
"reserve (no harvest)",50,2,0.5,100,0.6,4811,4811
"reserve (no harvest)",25,4,0.5,100,0.6,4811,4811
"reserve (no harvest)",35,4,0.5,100,0.6,4811,4811
"reserve (no harvest)",50,4,0.5,100,0.6,4811,4811
"reserve (no harvest)",25,2,0.15,200,0.6,4811,4811
"reserve (no harvest)",35,2,0.15,200,0.6,4811,4811
"reserve (no harvest)",50,2,0.15,200,0.6,4811,4811
"reserve (no harvest)",25,4,0.15,200,0.6,4811,4811
"reserve (no harvest)",35,4,0.15,200,0.6,4811,4811
"reserve (no harvest)",50,4,0.15,200,0.6,4811,4811
"reserve (no harvest)",25,2,0.3,200,0.6,4811,4811
"reserve (no harvest)",35,2,0.3,200,0.6,4811,4811
"reserve (no harvest)",50,2,0.3,200,0.6,4811,4811
"reserve (no harvest)",25,4,0.3,200,0.6,4811,4811
"reserve (no harvest)",35,4,0.3,200,0.6,4811,4811
"reserve (no harvest)",50,4,0.3,200,0.6,4811,4811
"reserve (no harvest)",25,2,0.5,200,0.6,4811,4811
"reserve (no harvest)",35,2,0.5,200,0.6,4811,4811
"reserve (no harvest)",50,2,0.5,200,0.6,4811,4811
"reserve (no harvest)",25,4,0.5,200,0.6,4811,4811
"reserve (no harvest)",35,4,0.5,200,0.6,4811,4811
"reserve (no harvest)",50,4,0.5,200,0.6,4811,4811
"reserve (no harvest)",25,2,0.15,50,0.9,4811,4811
"reserve (no harvest)",35,2,0.15,50,0.9,4811,4811
"reserve (no harvest)",50,2,0.15,50,0.9,4811,4811
"reserve (no harvest)",25,4,0.15,50,0.9,4811,4811
"reserve (no harvest)",35,4,0.15,50,0.9,4811,4811
"reserve (no harvest)",50,4,0.15,50,0.9,4811,4811
"reserve (no harvest)",25,2,0.3,50,0.9,4811,4811
"reserve (no harvest)",35,2,0.3,50,0.9,4811,4811
"reserve (no harvest)",50,2,0.3,50,0.9,4811,4811
"reserve (no harvest)",25,4,0.3,50,0.9,4811,4811
"reserve (no harvest)",35,4,0.3,50,0.9,4811,4811
"reserve (no harvest)",50,4,0.3,50,0.9,4811,4811
"reserve (no harvest)",25,2,0.5,50,0.9,4811,4811
"reserve (no harvest)",35,2,0.5,50,0.9,4811,4811
"reserve (no harvest)",50,2,0.5,50,0.9,4811,4811
"reserve (no harvest)",25,4,0.5,50,0.9,4811,4811
"reserve (no harvest)",35,4,0.5,50,0.9,4811,4811
"reserve (no harvest)",50,4,0.5,50,0.9,4811,4811
"reserve (no harvest)",25,2,0.15,100,0.9,4811,4811
"reserve (no harvest)",35,2,0.15,100,0.9,4811,4811
"reserve (no harvest)",50,2,0.15,100,0.9,4811,4811
"reserve (no harvest)",25,4,0.15,100,0.9,4811,4811
"reserve (no harvest)",35,4,0.15,100,0.9,4811,4811
"reserve (no harvest)",50,4,0.15,100,0.9,4811,4811
"reserve (no harvest)",25,2,0.3,100,0.9,4811,4811
"reserve (no harvest)",35,2,0.3,100,0.9,4811,4811
"reserve (no harvest)",50,2,0.3,100,0.9,4811,4811
"reserve (no harvest)",25,4,0.3,100,0.9,4811,4811
"reserve (no harvest)",35,4,0.3,100,0.9,4811,4811
"reserve (no harvest)",50,4,0.3,100,0.9,4811,4811
"reserve (no harvest)",25,2,0.5,100,0.9,4811,4811
"reserve (no harvest)",35,2,0.5,100,0.9,4811,4811
"reserve (no harvest)",50,2,0.5,100,0.9,4811,4811
"reserve (no harvest)",25,4,0.5,100,0.9,4811,4811
"reserve (no harvest)",35,4,0.5,100,0.9,4811,4811
"reserve (no harvest)",50,4,0.5,100,0.9,4811,4811
"reserve (no harvest)",25,2,0.15,200,0.9,4811,4811
"reserve (no harvest)",35,2,0.15,200,0.9,4811,4811
"reserve (no harvest)",50,2,0.15,200,0.9,4811,4811
"reserve (no harvest)",25,4,0.15,200,0.9,4811,4811
"reserve (no harvest)",35,4,0.15,200,0.9,4811,4811
"reserve (no harvest)",50,4,0.15,200,0.9,4811,4811
"reserve (no harvest)",25,2,0.3,200,0.9,4811,4811
"reserve (no harvest)",35,2,0.3,200,0.9,4811,4811
"reserve (no harvest)",50,2,0.3,200,0.9,4811,4811
"reserve (no harvest)",25,4,0.3,200,0.9,4811,4811
"reserve (no harvest)",35,4,0.3,200,0.9,4811,4811
"reserve (no harvest)",50,4,0.3,200,0.9,4811,4811
"reserve (no harvest)",25,2,0.5,200,0.9,4811,4811
"reserve (no harvest)",35,2,0.5,200,0.9,4811,4811
"reserve (no harvest)",50,2,0.5,200,0.9,4811,4811
"reserve (no harvest)",25,4,0.5,200,0.9,4811,4811
"reserve (no harvest)",35,4,0.5,200,0.9,4811,4811
"reserve (no harvest)",50,4,0.5,200,0.9,4811,4811
